Fecha;Tipo_de_festivo
02/05/2020;Madrid
02/05/2020;Melilla
02/05/2020;Navarra
02/05/2020;Valencia
02/05/2020;La Rioja
02/05/2020;País Vasco
02/05/2020;Murcia
15/05/2020;Andalucia
15/05/2020;Cataluña
15/05/2020;Festivos nacionales
15/05/2020;Aragón
15/05/2020;Asturias
15/05/2020;Baleares
15/05/2020;Canarias
15/05/2020;Cantabria
15/05/2020;Castilla y León
15/05/2020;Castilla La Mancha
15/05/2020;Ceuta
15/05/2020;Extremadura
15/05/2020;Galicia
15/05/2020;Madrid
15/05/2020;Melilla
15/05/2020;Navarra
15/05/2020;Valencia
15/05/2020;La Rioja
15/05/2020;País Vasco
15/05/2020;Murcia
17/05/2020;Andalucia
17/05/2020;Cataluña
17/05/2020;Festivos nacionales
17/05/2020;Aragón
17/05/2020;Asturias
17/05/2020;Baleares
17/05/2020;Canarias
17/05/2020;Cantabria
17/05/2020;Castilla y León
17/05/2020;Castilla La Mancha
17/05/2020;Ceuta
17/05/2020;Extremadura
17/05/2020;Galicia
17/05/2020;Madrid
17/05/2020;Melilla
17/05/2020;Navarra
17/05/2020;Valencia
17/05/2020;La Rioja
17/05/2020;País Vasco
17/05/2020;Murcia
30/05/2020;Andalucia
30/05/2020;Cataluña
30/05/2020;Festivos nacionales
30/05/2020;Aragón
30/05/2020;Asturias
30/05/2020;Baleares
30/05/2020;Canarias
30/05/2020;Cantabria
30/05/2020;Castilla y León
30/05/2020;Castilla La Mancha
30/05/2020;Ceuta
30/05/2020;Extremadura
30/05/2020;Galicia
30/05/2020;Madrid
30/05/2020;Melilla
30/05/2020;Navarra
30/05/2020;Valencia
30/05/2020;La Rioja
30/05/2020;País Vasco
30/05/2020;Murcia
31/05/2020;Andalucia
31/05/2020;Cataluña
31/05/2020;Festivos nacionales
31/05/2020;Aragón
31/05/2020;Asturias
31/05/2020;Baleares
31/05/2020;Canarias
31/05/2020;Cantabria
31/05/2020;Castilla y León
31/05/2020;Castilla La Mancha
31/05/2020;Ceuta
31/05/2020;Extremadura
31/05/2020;Galicia
31/05/2020;Madrid
31/05/2020;Melilla
31/05/2020;Navarra
31/05/2020;Valencia
31/05/2020;La Rioja
31/05/2020;País Vasco
31/05/2020;Murcia
01/06/2020;Andalucia
01/06/2020;Cataluña
01/06/2020;Festivos nacionales
01/06/2020;Aragón
01/06/2020;Asturias
01/06/2020;Baleares
01/06/2020;Canarias
01/06/2020;Cantabria
01/06/2020;Castilla y León
01/06/2020;Castilla La Mancha
01/06/2020;Ceuta
01/06/2020;Extremadura
01/06/2020;Galicia
01/06/2020;Madrid
01/06/2020;Melilla
01/06/2020;Navarra
01/06/2020;Valencia
01/06/2020;La Rioja
01/06/2020;País Vasco
01/06/2020;Murcia
09/06/2020;Andalucia
09/06/2020;Cataluña
09/06/2020;Festivos nacionales
09/06/2020;Aragón
09/06/2020;Asturias
09/06/2020;Baleares
09/06/2020;Canarias
09/06/2020;Cantabria
09/06/2020;Castilla y León
09/06/2020;Castilla La Mancha
09/06/2020;Ceuta
09/06/2020;Extremadura
09/06/2020;Galicia
09/06/2020;Madrid
09/06/2020;Melilla
09/06/2020;Navarra
09/06/2020;Valencia
09/06/2020;La Rioja
09/06/2020;País Vasco
09/06/2020;Murcia
11/06/2020;Andalucia
11/06/2020;Cataluña
11/06/2020;Festivos nacionales
11/06/2020;Aragón
11/06/2020;Asturias
11/06/2020;Baleares
11/06/2020;Canarias
11/06/2020;Cantabria
11/06/2020;Castilla y León
11/06/2020;Castilla La Mancha
11/06/2020;Ceuta
11/06/2020;Extremadura
11/06/2020;Galicia
11/06/2020;Madrid
11/06/2020;Melilla
11/06/2020;Navarra
11/06/2020;Valencia
11/06/2020;La Rioja
11/06/2020;País Vasco
11/06/2020;Murcia
24/06/2020;Andalucia
24/06/2020;Cataluña
24/06/2020;Festivos nacionales
24/06/2020;Aragón
24/06/2020;Asturias
24/06/2020;Baleares
24/06/2020;Canarias
24/06/2020;Cantabria
24/06/2020;Castilla y León
24/06/2020;Castilla La Mancha
24/06/2020;Ceuta
24/06/2020;Extremadura
24/06/2020;Galicia
24/06/2020;Madrid
24/06/2020;Melilla
24/06/2020;Navarra
24/06/2020;Valencia
24/06/2020;La Rioja
24/06/2020;País Vasco
24/06/2020;Murcia
25/07/2020;Andalucia
25/07/2020;Cataluña
25/07/2020;Festivos nacionales
25/07/2020;Aragón
25/07/2020;Asturias
25/07/2020;Baleares
25/07/2020;Canarias
25/07/2020;Cantabria
25/07/2020;Castilla y León
25/07/2020;Castilla La Mancha
25/07/2020;Ceuta
25/07/2020;Extremadura
25/07/2020;Galicia
25/07/2020;Madrid
25/07/2020;Melilla
25/07/2020;Navarra
25/07/2020;Valencia
25/07/2020;La Rioja
25/07/2020;País Vasco
25/07/2020;Murcia
28/07/2020;Andalucia
28/07/2020;Cataluña
28/07/2020;Festivos nacionales
28/07/2020;Aragón
28/07/2020;Asturias
28/07/2020;Baleares
28/07/2020;Canarias
28/07/2020;Cantabria
28/07/2020;Castilla y León
28/07/2020;Castilla La Mancha
28/07/2020;Ceuta
28/07/2020;Extremadura
28/07/2020;Galicia
28/07/2020;Madrid
28/07/2020;Melilla
28/07/2020;Navarra
28/07/2020;Valencia
28/07/2020;La Rioja
28/07/2020;País Vasco
28/07/2020;Murcia
15/08/2020;Festivos nacionales
08/09/2020;Andalucia
08/09/2020;Cataluña
08/09/2020;Festivos nacionales
08/09/2020;Aragón
08/09/2020;Asturias
08/09/2020;Baleares
08/09/2020;Canarias
08/09/2020;Cantabria
08/09/2020;Castilla y León
08/09/2020;Castilla La Mancha
08/09/2020;Ceuta
08/09/2020;Extremadura
08/09/2020;Galicia
08/09/2020;Madrid
08/09/2020;Melilla
08/09/2020;Navarra
08/09/2020;Valencia
08/09/2020;La Rioja
08/09/2020;País Vasco
08/09/2020;Murcia
11/09/2020;Andalucia
11/09/2020;Cataluña
11/09/2020;Festivos nacionales
11/09/2020;Aragón
11/09/2020;Asturias
11/09/2020;Baleares
11/09/2020;Canarias
11/09/2020;Cantabria
11/09/2020;Castilla y León
11/09/2020;Castilla La Mancha
11/09/2020;Ceuta
11/09/2020;Extremadura
11/09/2020;Galicia
11/09/2020;Madrid
11/09/2020;Melilla
11/09/2020;Navarra
11/09/2020;Valencia
11/09/2020;La Rioja
11/09/2020;País Vasco
11/09/2020;Murcia
15/09/2020;Andalucia
15/09/2020;Cataluña
15/09/2020;Festivos nacionales
15/09/2020;Aragón
15/09/2020;Asturias
15/09/2020;Baleares
15/09/2020;Canarias
15/09/2020;Cantabria
15/09/2020;Castilla y León
15/09/2020;Castilla La Mancha
15/09/2020;Ceuta
15/09/2020;Extremadura
15/09/2020;Galicia
15/09/2020;Madrid
15/09/2020;Melilla
15/09/2020;Navarra
15/09/2020;Valencia
15/09/2020;La Rioja
15/09/2020;País Vasco
15/09/2020;Murcia
09/10/2020;Andalucia
09/10/2020;Cataluña
09/10/2020;Festivos nacionales
09/10/2020;Aragón
09/10/2020;Asturias
09/10/2020;Baleares
09/10/2020;Canarias
09/10/2020;Cantabria
09/10/2020;Castilla y León
09/10/2020;Castilla La Mancha
09/10/2020;Ceuta
09/10/2020;Extremadura
09/10/2020;Galicia
09/10/2020;Madrid
09/10/2020;Melilla
09/10/2020;Navarra
09/10/2020;Valencia
09/10/2020;La Rioja
09/10/2020;País Vasco
09/10/2020;Murcia
12/10/2020;Festivos nacionales
25/10/2020;Andalucia
25/10/2020;Cataluña
25/10/2020;País Vasco
25/10/2020;Festivos nacionales
25/10/2020;Aragón
25/10/2020;Asturias
25/10/2020;Baleares
25/10/2020;Canarias
25/10/2020;Cantabria
25/10/2020;Castilla y León
25/10/2020;Castilla La Mancha
25/10/2020;Ceuta
25/10/2020;Extremadura
25/10/2020;Galicia
25/10/2020;Madrid
25/10/2020;Melilla
25/10/2020;Navarra
25/10/2020;Valencia
25/10/2020;La Rioja
25/10/2020;Murcia
02/11/2020;Festivos nacionales
02/11/2020;Festivos nacionales
09/11/2020;Andalucia
09/11/2020;Cataluña
09/11/2020;Festivos nacionales
09/11/2020;Aragón
09/11/2020;Asturias
09/11/2020;Baleares
09/11/2020;Canarias
09/11/2020;Cantabria
09/11/2020;Castilla y León
09/11/2020;Castilla La Mancha
09/11/2020;Ceuta
09/11/2020;Extremadura
09/11/2020;Galicia
09/11/2020;Madrid
09/11/2020;Melilla
09/11/2020;Navarra
09/11/2020;Valencia
09/11/2020;La Rioja
09/11/2020;País Vasco
09/11/2020;Murcia
03/12/2020;Andalucia
03/12/2020;Cataluña
03/12/2020;Festivos nacionales
03/12/2020;Aragón
03/12/2020;Asturias
03/12/2020;Baleares
03/12/2020;Canarias
03/12/2020;Cantabria
03/12/2020;Castilla y León
03/12/2020;Castilla La Mancha
03/12/2020;Ceuta
03/12/2020;Extremadura
03/12/2020;Galicia
03/12/2020;Madrid
03/12/2020;Melilla
03/12/2020;Navarra
03/12/2020;Valencia
03/12/2020;La Rioja
03/12/2020;País Vasco
03/12/2020;Murcia
07/12/2020;Festivos nacionales
07/12/2020;Festivos nacionales
08/12/2020;Festivos nacionales
24/12/2020;Nochebuena
25/12/2020;Festivos nacionales
26/12/2020;Andalucia
26/12/2020;Cataluña
26/12/2020;Festivos nacionales
26/12/2020;Aragón
26/12/2020;Asturias
26/12/2020;Baleares
26/12/2020;Canarias
26/12/2020;Cantabria
26/12/2020;Castilla y León
26/12/2020;Castilla La Mancha
26/12/2020;Ceuta
26/12/2020;Extremadura
26/12/2020;Galicia
26/12/2020;Madrid
26/12/2020;Melilla
26/12/2020;Navarra
26/12/2020;Valencia
26/12/2020;La Rioja
26/12/2020;País Vasco
26/12/2020;Murcia
31/12/2020;Nochevieja
01/01/2021;Festivos nacionales
06/01/2021;Festivos nacionales
28/02/2021;Cataluña
28/02/2021;Festivos nacionales
28/02/2021;Andalucia
28/02/2021;Aragón
28/02/2021;Asturias
28/02/2021;Baleares
28/02/2021;Canarias
28/02/2021;Cantabria
28/02/2021;Castilla y León
28/02/2021;Castilla La Mancha
28/02/2021;Ceuta
28/02/2021;Extremadura
28/02/2021;Galicia
28/02/2021;Madrid
28/02/2021;Melilla
28/02/2021;Navarra
28/02/2021;Valencia
28/02/2021;La Rioja
28/02/2021;País Vasco
28/02/2021;Murcia
01/03/2021;Andalucia
01/03/2021;Cataluña
01/03/2021;Festivos nacionales
01/03/2021;Aragón
01/03/2021;Asturias
01/03/2021;Baleares
01/03/2021;Canarias
01/03/2021;Cantabria
01/03/2021;Castilla y León
01/03/2021;Castilla La Mancha
01/03/2021;Ceuta
01/03/2021;Extremadura
01/03/2021;Galicia
01/03/2021;Madrid
01/03/2021;Melilla
01/03/2021;Navarra
01/03/2021;Valencia
01/03/2021;La Rioja
01/03/2021;País Vasco
01/03/2021;Murcia
19/03/2021;Andalucia
19/03/2021;Cataluña
19/03/2021;País Vasco
19/03/2021;Festivos nacionales
19/03/2021;Aragón
19/03/2021;Asturias
19/03/2021;Baleares
19/03/2021;Canarias
19/03/2021;Cantabria
19/03/2021;Castilla y León
19/03/2021;Castilla La Mancha
19/03/2021;Ceuta
19/03/2021;Extremadura
19/03/2021;Galicia
19/03/2021;Madrid
19/03/2021;Melilla
19/03/2021;Navarra
19/03/2021;Valencia
19/03/2021;La Rioja
19/03/2021;Murcia
29/03/2021;Día Entre Festivos
30/03/2021;Día Entre Festivos
31/03/2021;Día Entre Festivos
01/04/2021;Cataluña
01/04/2021;País Vasco
01/04/2021;Festivos nacionales
01/04/2021;Andalucia
01/04/2021;Aragón
01/04/2021;Asturias
01/04/2021;Baleares
01/04/2021;Canarias
01/04/2021;Cantabria
01/04/2021;Castilla y León
01/04/2021;Castilla La Mancha
01/04/2021;Ceuta
01/04/2021;Extremadura
01/04/2021;Galicia
01/04/2021;Madrid
01/04/2021;Melilla
01/04/2021;Navarra
01/04/2021;Valencia
01/04/2021;La Rioja
01/04/2021;Murcia
02/04/2021;Festivos nacionales
05/04/2021;Andalucia
05/04/2021;Cataluña
05/04/2021;País Vasco
05/04/2021;Festivos nacionales
05/04/2021;Aragón
05/04/2021;Asturias
05/04/2021;Baleares
05/04/2021;Canarias
05/04/2021;Cantabria
05/04/2021;Castilla y León
05/04/2021;Castilla La Mancha
05/04/2021;Ceuta
05/04/2021;Extremadura
05/04/2021;Galicia
05/04/2021;Madrid
05/04/2021;Melilla
05/04/2021;Navarra
05/04/2021;Valencia
05/04/2021;La Rioja
05/04/2021;Murcia
23/04/2021;Andalucia
23/04/2021;Cataluña
23/04/2021;Festivos nacionales
23/04/2021;Aragón
23/04/2021;Asturias
23/04/2021;Baleares
23/04/2021;Canarias
23/04/2021;Cantabria
23/04/2021;Castilla y León
23/04/2021;Castilla La Mancha
23/04/2021;Ceuta
23/04/2021;Extremadura
23/04/2021;Galicia
23/04/2021;Madrid
23/04/2021;Melilla
23/04/2021;Navarra
23/04/2021;Valencia
23/04/2021;La Rioja
23/04/2021;País Vasco
23/04/2021;Murcia
02/05/2021;Andalucia
02/05/2021;Cataluña
02/05/2021;Festivos nacionales
02/05/2021;Aragón
02/05/2021;Asturias
02/05/2021;Baleares
02/05/2021;Canarias
02/05/2021;Cantabria
02/05/2021;Castilla y León
02/05/2021;Castilla La Mancha
02/05/2021;Ceuta
02/05/2021;Extremadura
02/05/2021;Galicia
02/05/2021;Madrid
02/05/2021;Melilla
02/05/2021;Navarra
02/05/2021;Valencia
02/05/2021;La Rioja
02/05/2021;País Vasco
02/05/2021;Murcia
03/05/2021;Festivos nacionales
15/05/2021;Andalucia
15/05/2021;Cataluña
15/05/2021;Festivos nacionales
15/05/2021;Aragón
15/05/2021;Asturias
15/05/2021;Baleares
15/05/2021;Canarias
15/05/2021;Cantabria
15/05/2021;Castilla y León
15/05/2021;Castilla La Mancha
15/05/2021;Ceuta
15/05/2021;Extremadura
15/05/2021;Galicia
15/05/2021;Madrid
15/05/2021;Melilla
15/05/2021;Navarra
15/05/2021;Valencia
15/05/2021;La Rioja
15/05/2021;País Vasco
15/05/2021;Murcia
17/05/2021;Andalucia
17/05/2021;Cataluña
17/05/2021;Festivos nacionales
17/05/2021;Aragón
17/05/2021;Asturias
17/05/2021;Baleares
17/05/2021;Canarias
17/05/2021;Cantabria
17/05/2021;Castilla y León
17/05/2021;Castilla La Mancha
17/05/2021;Ceuta
17/05/2021;Extremadura
17/05/2021;Galicia
17/05/2021;Madrid
17/05/2021;Melilla
17/05/2021;Navarra
17/05/2021;Valencia
17/05/2021;La Rioja
17/05/2021;País Vasco
17/05/2021;Murcia
24/05/2021;Andalucia
24/05/2021;Cataluña
24/05/2021;Festivos nacionales
24/05/2021;Aragón
24/05/2021;Asturias
24/05/2021;Baleares
24/05/2021;Canarias
24/05/2021;Cantabria
24/05/2021;Castilla y León
24/05/2021;Castilla La Mancha
24/05/2021;Ceuta
24/05/2021;Extremadura
24/05/2021;Galicia
24/05/2021;Madrid
24/05/2021;Melilla
24/05/2021;Navarra
24/05/2021;Valencia
24/05/2021;La Rioja
24/05/2021;País Vasco
24/05/2021;Murcia
30/05/2021;Andalucia
30/05/2021;Cataluña
30/05/2021;Festivos nacionales
30/05/2021;Aragón
30/05/2021;Asturias
30/05/2021;Baleares
30/05/2021;Canarias
30/05/2021;Cantabria
30/05/2021;Castilla y León
30/05/2021;Castilla La Mancha
30/05/2021;Ceuta
30/05/2021;Extremadura
30/05/2021;Galicia
30/05/2021;Madrid
30/05/2021;Melilla
30/05/2021;Navarra
30/05/2021;Valencia
30/05/2021;La Rioja
30/05/2021;País Vasco
30/05/2021;Murcia
31/05/2021;Andalucia
31/05/2021;Cataluña
31/05/2021;Festivos nacionales
31/05/2021;Aragón
31/05/2021;Asturias
31/05/2021;Baleares
31/05/2021;Canarias
31/05/2021;Cantabria
31/05/2021;Castilla y León
31/05/2021;Castilla La Mancha
31/05/2021;Ceuta
31/05/2021;Extremadura
31/05/2021;Galicia
31/05/2021;Madrid
31/05/2021;Melilla
31/05/2021;Navarra
31/05/2021;Valencia
31/05/2021;La Rioja
31/05/2021;País Vasco
31/05/2021;Murcia
03/06/2021;Andalucia
03/06/2021;Cataluña
03/06/2021;Festivos nacionales
03/06/2021;Aragón
03/06/2021;Asturias
03/06/2021;Baleares
03/06/2021;Canarias
03/06/2021;Cantabria
03/06/2021;Castilla y León
03/06/2021;Castilla La Mancha
03/06/2021;Ceuta
03/06/2021;Extremadura
03/06/2021;Galicia
03/06/2021;Madrid
03/06/2021;Melilla
03/06/2021;Navarra
03/06/2021;Valencia
03/06/2021;La Rioja
03/06/2021;País Vasco
03/06/2021;Murcia
09/06/2021;Andalucia
09/06/2021;Cataluña
09/06/2021;Festivos nacionales
09/06/2021;Aragón
09/06/2021;Asturias
09/06/2021;Baleares
09/06/2021;Canarias
09/06/2021;Cantabria
09/06/2021;Castilla y León
09/06/2021;Castilla La Mancha
09/06/2021;Ceuta
09/06/2021;Extremadura
09/06/2021;Galicia
09/06/2021;Madrid
09/06/2021;Melilla
09/06/2021;Navarra
09/06/2021;Valencia
09/06/2021;La Rioja
09/06/2021;País Vasco
09/06/2021;Murcia
24/06/2021;Andalucia
24/06/2021;Cataluña
24/06/2021;Festivos nacionales
24/06/2021;Aragón
24/06/2021;Asturias
24/06/2021;Baleares
24/06/2021;Canarias
24/06/2021;Cantabria
24/06/2021;Castilla y León
24/06/2021;Castilla La Mancha
24/06/2021;Ceuta
24/06/2021;Extremadura
24/06/2021;Galicia
24/06/2021;Madrid
24/06/2021;Melilla
24/06/2021;Navarra
24/06/2021;Valencia
24/06/2021;La Rioja
24/06/2021;País Vasco
24/06/2021;Murcia
25/07/2021;Andalucia
25/07/2021;Cataluña
25/07/2021;País Vasco
25/07/2021;Festivos nacionales
25/07/2021;Aragón
25/07/2021;Asturias
25/07/2021;Baleares
25/07/2021;Canarias
25/07/2021;Cantabria
25/07/2021;Castilla y León
25/07/2021;Castilla La Mancha
25/07/2021;Ceuta
25/07/2021;Extremadura
25/07/2021;Galicia
25/07/2021;Madrid
25/07/2021;Melilla
25/07/2021;Navarra
25/07/2021;Valencia
25/07/2021;La Rioja
25/07/2021;Murcia
28/07/2021;Andalucia
28/07/2021;Cataluña
28/07/2021;Festivos nacionales
28/07/2021;Aragón
28/07/2021;Asturias
28/07/2021;Baleares
28/07/2021;Canarias
28/07/2021;Cantabria
28/07/2021;Castilla y León
28/07/2021;Castilla La Mancha
28/07/2021;Ceuta
28/07/2021;Extremadura
28/07/2021;Galicia
28/07/2021;Madrid
28/07/2021;Melilla
28/07/2021;Navarra
28/07/2021;Valencia
28/07/2021;La Rioja
28/07/2021;País Vasco
28/07/2021;Murcia
15/08/2021;Festivos nacionales
08/09/2021;Andalucia
08/09/2021;Cataluña
08/09/2021;Festivos nacionales
08/09/2021;Aragón
08/09/2021;Asturias
08/09/2021;Baleares
08/09/2021;Canarias
08/09/2021;Cantabria
08/09/2021;Castilla y León
08/09/2021;Castilla La Mancha
08/09/2021;Ceuta
08/09/2021;Extremadura
08/09/2021;Galicia
08/09/2021;Madrid
08/09/2021;Melilla
08/09/2021;Navarra
08/09/2021;Valencia
08/09/2021;La Rioja
08/09/2021;País Vasco
08/09/2021;Murcia
11/09/2021;Andalucia
11/09/2021;Cataluña
11/09/2021;Festivos nacionales
11/09/2021;Aragón
11/09/2021;Asturias
11/09/2021;Baleares
11/09/2021;Canarias
11/09/2021;Cantabria
11/09/2021;Castilla y León
11/09/2021;Castilla La Mancha
11/09/2021;Ceuta
11/09/2021;Extremadura
11/09/2021;Galicia
11/09/2021;Madrid
11/09/2021;Melilla
11/09/2021;Navarra
11/09/2021;Valencia
11/09/2021;La Rioja
11/09/2021;País Vasco
11/09/2021;Murcia
15/09/2021;Andalucia
15/09/2021;Cataluña
15/09/2021;Festivos nacionales
15/09/2021;Aragón
15/09/2021;Asturias
15/09/2021;Baleares
15/09/2021;Canarias
15/09/2021;Cantabria
15/09/2021;Castilla y León
15/09/2021;Castilla La Mancha
15/09/2021;Ceuta
15/09/2021;Extremadura
15/09/2021;Galicia
15/09/2021;Madrid
15/09/2021;Melilla
15/09/2021;Navarra
15/09/2021;Valencia
15/09/2021;La Rioja
15/09/2021;País Vasco
15/09/2021;Murcia
09/10/2021;Andalucia
09/10/2021;Cataluña
09/10/2021;Festivos nacionales
09/10/2021;Aragón
09/10/2021;Asturias
09/10/2021;Baleares
09/10/2021;Canarias
09/10/2021;Cantabria
09/10/2021;Castilla y León
09/10/2021;Castilla La Mancha
09/10/2021;Ceuta
09/10/2021;Extremadura
09/10/2021;Galicia
09/10/2021;Madrid
09/10/2021;Melilla
09/10/2021;Navarra
09/10/2021;Valencia
09/10/2021;La Rioja
09/10/2021;País Vasco
09/10/2021;Murcia
12/10/2021;Festivos nacionales
25/10/2021;Andalucia
25/10/2021;Cataluña
25/10/2021;País Vasco
25/10/2021;Festivos nacionales
25/10/2021;Aragón
25/10/2021;Asturias
25/10/2021;Baleares
25/10/2021;Canarias
25/10/2021;Cantabria
25/10/2021;Castilla y León
25/10/2021;Castilla La Mancha
25/10/2021;Ceuta
25/10/2021;Extremadura
25/10/2021;Galicia
25/10/2021;Madrid
25/10/2021;Melilla
25/10/2021;Navarra
25/10/2021;Valencia
25/10/2021;La Rioja
25/10/2021;Murcia
01/11/2021;Festivos nacionales
09/11/2021;Andalucia
09/11/2021;Cataluña
09/11/2021;Festivos nacionales
09/11/2021;Aragón
09/11/2021;Asturias
09/11/2021;Baleares
09/11/2021;Canarias
09/11/2021;Cantabria
09/11/2021;Castilla y León
09/11/2021;Castilla La Mancha
09/11/2021;Ceuta
09/11/2021;Extremadura
09/11/2021;Galicia
09/11/2021;Madrid
09/11/2021;Melilla
09/11/2021;Navarra
09/11/2021;Valencia
09/11/2021;La Rioja
09/11/2021;País Vasco
09/11/2021;Murcia
03/12/2021;Andalucia
03/12/2021;Cataluña
03/12/2021;Festivos nacionales
03/12/2021;Aragón
03/12/2021;Asturias
03/12/2021;Baleares
03/12/2021;Canarias
03/12/2021;Cantabria
03/12/2021;Castilla y León
03/12/2021;Castilla La Mancha
03/12/2021;Ceuta
03/12/2021;Extremadura
03/12/2021;Galicia
03/12/2021;Madrid
03/12/2021;Melilla
03/12/2021;Navarra
03/12/2021;Valencia
03/12/2021;La Rioja
03/12/2021;País Vasco
03/12/2021;Murcia
06/12/2021;Festivos nacionales
07/12/2021;Día Entre Festivos
08/12/2021;Festivos nacionales
24/12/2021;Nochebuena
26/12/2021;Andalucia
26/12/2021;Cataluña
26/12/2021;Festivos nacionales
26/12/2021;Aragón
26/12/2021;Asturias
26/12/2021;Baleares
26/12/2021;Canarias
26/12/2021;Cantabria
26/12/2021;Castilla y León
26/12/2021;Castilla La Mancha
26/12/2021;Ceuta
26/12/2021;País Vasco
26/12/2021;Extremadura
26/12/2021;Galicia
26/12/2021;Madrid
26/12/2021;Melilla
26/12/2021;Navarra
26/12/2021;Valencia
26/12/2021;La Rioja
26/12/2021;Murcia
27/12/2021;Festivos nacionales
31/12/2021;Nochevieja
01/01/2022;Festivos nacionales
06/01/2022;Festivos nacionales
28/02/2022;Cataluña
28/02/2022;País Vasco
28/02/2022;Festivos nacionales
28/02/2022;Andalucia
28/02/2022;Aragón
28/02/2022;Asturias
28/02/2022;Baleares
28/02/2022;Canarias
28/02/2022;Cantabria
28/02/2022;Castilla y León
28/02/2022;Castilla La Mancha
28/02/2022;Ceuta
28/02/2022;Extremadura
28/02/2022;Galicia
28/02/2022;Madrid
28/02/2022;Melilla
28/02/2022;Navarra
28/02/2022;Valencia
28/02/2022;La Rioja
28/02/2022;Murcia
01/03/2022;Andalucia
01/03/2022;Cataluña
01/03/2022;País Vasco
01/03/2022;Festivos nacionales
01/03/2022;Aragón
01/03/2022;Asturias
01/03/2022;Baleares
01/03/2022;Canarias
01/03/2022;Cantabria
01/03/2022;Castilla y León
01/03/2022;Castilla La Mancha
01/03/2022;Ceuta
01/03/2022;Extremadura
01/03/2022;Galicia
01/03/2022;Madrid
01/03/2022;Melilla
01/03/2022;Navarra
01/03/2022;Valencia
01/03/2022;La Rioja
01/03/2022;Murcia
19/03/2022;Andalucia
19/03/2022;Cataluña
19/03/2022;País Vasco
19/03/2022;Festivos nacionales
19/03/2022;Aragón
19/03/2022;Asturias
19/03/2022;Baleares
19/03/2022;Canarias
19/03/2022;Cantabria
19/03/2022;Castilla y León
19/03/2022;Castilla La Mancha
19/03/2022;Ceuta
19/03/2022;Extremadura
19/03/2022;Galicia
19/03/2022;Madrid
19/03/2022;Melilla
19/03/2022;Navarra
19/03/2022;Valencia
19/03/2022;La Rioja
19/03/2022;Murcia
11/04/2022;Día Entre Festivos
12/04/2022;Día Entre Festivos
13/04/2022;Día Entre Festivos
14/04/2022;Cataluña
14/04/2022;País Vasco
14/04/2022;Festivos nacionales
14/04/2022;Andalucia
14/04/2022;Aragón
14/04/2022;Asturias
14/04/2022;Baleares
14/04/2022;Canarias
14/04/2022;Cantabria
14/04/2022;Castilla y León
14/04/2022;Castilla La Mancha
14/04/2022;Ceuta
14/04/2022;Extremadura
14/04/2022;Galicia
14/04/2022;Madrid
14/04/2022;Melilla
14/04/2022;Navarra
14/04/2022;Valencia
14/04/2022;La Rioja
14/04/2022;Murcia
15/04/2022;Festivos nacionales
18/04/2022;Andalucia
18/04/2022;Cataluña
18/04/2022;País Vasco
18/04/2022;Festivos nacionales
18/04/2022;Aragón
18/04/2022;Asturias
18/04/2022;Baleares
18/04/2022;Canarias
18/04/2022;Cantabria
18/04/2022;Castilla y León
18/04/2022;Castilla La Mancha
18/04/2022;Ceuta
18/04/2022;Extremadura
18/04/2022;Galicia
18/04/2022;Madrid
18/04/2022;Melilla
18/04/2022;Navarra
18/04/2022;Valencia
18/04/2022;La Rioja
18/04/2022;Murcia
23/04/2022;Andalucia
23/04/2022;Cataluña
23/04/2022;País Vasco
23/04/2022;Festivos nacionales
23/04/2022;Aragón
23/04/2022;Asturias
23/04/2022;Baleares
23/04/2022;Canarias
23/04/2022;Cantabria
23/04/2022;Castilla y León
23/04/2022;Castilla La Mancha
23/04/2022;Ceuta
23/04/2022;Extremadura
23/04/2022;Galicia
23/04/2022;Madrid
23/04/2022;Melilla
23/04/2022;Navarra
23/04/2022;Valencia
23/04/2022;La Rioja
23/04/2022;Murcia
02/05/2022;Festivos nacionales
15/05/2022;Andalucia
15/05/2022;Cataluña
15/05/2022;País Vasco
15/05/2022;Festivos nacionales
15/05/2022;Aragón
15/05/2022;Asturias
15/05/2022;Baleares
15/05/2022;Canarias
15/05/2022;Cantabria
15/05/2022;Castilla y León
15/05/2022;Castilla La Mancha
15/05/2022;Ceuta
15/05/2022;Extremadura
15/05/2022;Galicia
15/05/2022;Madrid
15/05/2022;Melilla
15/05/2022;Navarra
15/05/2022;Valencia
15/05/2022;La Rioja
15/05/2022;Murcia
17/05/2022;Andalucia
17/05/2022;Cataluña
17/05/2022;País Vasco
17/05/2022;Festivos nacionales
17/05/2022;Aragón
17/05/2022;Asturias
17/05/2022;Baleares
17/05/2022;Canarias
17/05/2022;Cantabria
17/05/2022;Castilla y León
17/05/2022;Castilla La Mancha
17/05/2022;Ceuta
17/05/2022;Extremadura
17/05/2022;Galicia
17/05/2022;Madrid
17/05/2022;Melilla
17/05/2022;Navarra
17/05/2022;Valencia
17/05/2022;La Rioja
17/05/2022;Murcia
30/05/2022;Andalucia
30/05/2022;Cataluña
30/05/2022;País Vasco
30/05/2022;Festivos nacionales
30/05/2022;Aragón
30/05/2022;Asturias
30/05/2022;Baleares
30/05/2022;Canarias
30/05/2022;Cantabria
30/05/2022;Castilla y León
30/05/2022;Castilla La Mancha
30/05/2022;Ceuta
30/05/2022;Extremadura
30/05/2022;Galicia
30/05/2022;Madrid
30/05/2022;Melilla
