,Pred,Real,MAE,MAPE
2020-06-01 00:00:00,33.669600000000024,35.4,1.7303999999999746,4.888135593220268
2020-06-01 01:00:00,33.441333333333354,34.07,0.6286666666666463,1.845220624205008
2020-06-01 02:00:00,31.679866666666683,34.26,2.5801333333333147,7.531037166763908
2020-06-01 03:00:00,31.48413333333335,33.52,2.035866666666653,6.073587907716744
2020-06-01 04:00:00,31.36833333333335,33.5,2.13166666666665,6.36318407960194
2020-06-01 05:00:00,32.781800000000004,33.5,0.718199999999996,2.1438805970149133
2020-06-01 06:00:00,33.74880000000003,34.42,0.6711999999999705,1.950029052876149
2020-06-01 07:00:00,32.37540000000002,34.26,1.8845999999999776,5.500875656742492
2020-06-01 08:00:00,29.44986666666667,33.33,3.8801333333333297,11.641564156415631
2020-06-01 09:00:00,30.708466666666677,34.42,3.7115333333333247,10.783071857447196
2020-06-01 10:00:00,31.20013333333334,34.07,2.8698666666666597,8.42344193327461
2020-06-01 11:00:00,31.165133333333355,33.58,2.4148666666666436,7.191383760174638
2020-06-01 12:00:00,31.007466666666677,34.15,3.142533333333322,9.202147388970197
2020-06-01 13:00:00,31.553266666666676,34.45,2.8967333333333265,8.408514755684546
2020-06-01 14:00:00,30.60153333333335,33.58,2.978466666666648,8.8697637482628
2020-06-01 15:00:00,28.87793333333335,33.28,4.402066666666652,13.227363782051238
2020-06-01 16:00:00,28.315,32.9,4.584999999999997,13.93617021276595
2020-06-01 17:00:00,28.630399999999998,33.33,4.6996,14.100210021002102
2020-06-01 18:00:00,29.91566666666667,33.5,3.58433333333333,10.69950248756218
2020-06-01 19:00:00,31.18099999999999,34.07,2.88900000000001,8.479600821837423
2020-06-01 20:00:00,32.90566666666667,35.08,2.1743333333333297,6.198213606993528
2020-06-01 21:00:00,34.348733333333314,36.33,1.9812666666666843,5.453527846591479
2020-06-01 22:00:00,34.180333333333316,36.67,2.489666666666686,6.789382783383381
2020-06-01 23:00:00,34.51540000000001,35.75,1.2345999999999933,3.4534265734265546
2020-06-02 00:00:00,34.71153333333332,35.1,0.3884666666666803,1.106742640076012
2020-06-02 01:00:00,33.118866666666676,33.53,0.4111333333333249,1.2261656228253055
2020-06-02 02:00:00,32.907200000000024,33.09,0.18279999999997898,0.5524327591416711
2020-06-02 03:00:00,31.86553333333333,33.04,1.1744666666666674,3.554681194511705
2020-06-02 04:00:00,31.902333333333335,32.67,0.7676666666666669,2.349760228548108
2020-06-02 05:00:00,33.11413333333334,32.84,0.27413333333333867,0.8347543645960372
2020-06-02 06:00:00,33.49120000000001,33.0,0.4912000000000134,1.4884848484848892
2020-06-02 07:00:00,34.04913333333333,34.75,0.7008666666666699,2.0168824940048053
2020-06-02 08:00:00,33.849399999999996,35.16,1.3106000000000009,3.727531285551766
2020-06-02 09:00:00,33.971999999999994,36.17,2.1980000000000075,6.076859275642818
2020-06-02 10:00:00,33.71446666666665,36.15,2.435533333333346,6.737298294144803
2020-06-02 11:00:00,33.73313333333331,36.17,2.4368666666666883,6.737259238779895
2020-06-02 12:00:00,33.89859999999997,36.0,2.1014000000000266,5.837222222222296
2020-06-02 13:00:00,34.11306666666664,36.17,2.0569333333333617,5.686849138328343
2020-06-02 14:00:00,33.88553333333331,35.75,1.8644666666666865,5.2152913752914305
2020-06-02 15:00:00,32.592999999999975,34.5,1.907000000000025,5.52753623188413
2020-06-02 16:00:00,32.32159999999998,34.01,1.6884000000000157,4.964422228756295
2020-06-02 17:00:00,32.53919999999998,34.07,1.5308000000000206,4.493102436160905
2020-06-02 18:00:00,33.05853333333332,34.16,1.1014666666666741,3.224434035909468
2020-06-02 19:00:00,34.00379999999999,34.42,0.41620000000001056,1.2091807088902107
2020-06-02 20:00:00,35.01459999999999,36.0,0.9854000000000127,2.7372222222222575
2020-06-02 21:00:00,35.55506666666665,36.78,1.2249333333333539,3.330433206452838
2020-06-02 22:00:00,35.577866666666665,37.01,1.4321333333333328,3.869584796901737
2020-06-02 23:00:00,35.17339999999998,36.21,1.0366000000000213,2.8627450980392743
2020-06-03 00:00:00,34.70840000000001,34.9,0.1915999999999869,0.5489971346704495
2020-06-03 01:00:00,33.61826666666671,33.65,0.03173333333328543,0.09430411094587053
2020-06-03 02:00:00,33.43413333333338,34.03,0.5958666666666232,1.7510040160641294
2020-06-03 03:00:00,33.29660000000004,34.0,0.7033999999999594,2.0688235294116453
2020-06-03 04:00:00,33.29640000000004,34.02,0.723599999999962,2.126984126984015
2020-06-03 05:00:00,33.41940000000004,34.42,1.000599999999963,2.9070307960487014
2020-06-03 06:00:00,34.16913333333335,35.53,1.3608666666666522,3.830190449385455
2020-06-03 07:00:00,35.39253333333335,35.57,0.17746666666665334,0.4989223128103833
2020-06-03 08:00:00,35.48433333333334,35.67,0.18566666666666265,0.5205121016727295
2020-06-03 09:00:00,35.70040000000003,36.15,0.44959999999996825,1.243706777316648
2020-06-03 10:00:00,35.46580000000002,35.53,0.06419999999997827,0.18069237264277588
2020-06-03 11:00:00,34.94320000000001,35.52,0.5767999999999915,1.62387387387385
2020-06-03 12:00:00,34.39973333333332,35.53,1.130266666666678,3.181161459799263
2020-06-03 13:00:00,33.44699999999998,34.9,1.4530000000000172,4.163323782235007
2020-06-03 14:00:00,32.39273333333333,32.94,0.5472666666666655,1.6614045739728764
2020-06-03 15:00:00,31.78666666666668,26.04,5.74666666666668,22.068612391193092
2020-06-03 16:00:00,31.06113333333334,25.78,5.28113333333334,20.485389190587043
2020-06-03 17:00:00,31.348400000000012,26.18,5.1684000000000125,19.741787624140613
