,Real,Pred
2032,34.60000000000001,38.09137
2033,42.4,39.951256
2034,57.5,48.923023
2035,66.1,61.208992
2036,65.0,66.0427
2037,61.16,64.26507
2038,58.57,60.16004
2039,54.0,55.572094
2040,47.41,49.13689
2041,38.62,44.841385
2042,38.62,41.34948
2043,35.43,38.996727
2044,35.0,37.49707
2045,35.07,37.648277
2046,36.06999999999999,41.013283
2047,39.87,46.624744
2048,44.44,53.25777
2049,35.43,58.498405
2050,34.99000000000001,60.091537
2051,34.43,59.71392
2052,33.6,59.20662
2053,33.2,58.658493
2054,32.0,57.930744
2055,28.010000000000005,58.295933
2056,19.0,61.929115
2057,27.0,65.62899
2058,35.92,67.55226
2059,50.37,68.161766
2060,55.4,68.24068
2061,55.75,67.51353
2062,53.75,66.09617
2063,47.07,64.784584
2064,39.07,41.012577
2065,35.43,38.60488
2066,33.18,36.395515
2067,32.0,34.84259
2068,31.980000000000004,33.95361
2069,36.39999999999999,33.786537
2070,52.42,35.205025
2071,57.52,40.756332
2072,64.02,46.100845
2073,62.01,46.27392
2074,60.0,44.36946
2075,53.11,42.555244
2076,49.79,40.84276
2077,37.0,38.776623
2078,28.549999999999997,36.678875
2079,19.689999999999998,35.42973
2080,22.939999999999998,35.990936
2081,34.73,44.378723
2082,43.1,55.226665
2083,56.31,59.97075
2084,68.15,60.917404
2085,64.02,59.44638
2086,59.18,57.0115
2087,56.0,55.07186
2088,47.08,53.868042
2089,46.46,52.404217
2090,44.65,51.41381
2091,45.59,51.114952
2092,46.27,51.83926
2093,53.22,54.86307
2094,61.51,57.980415
2095,65.49,58.774597
2096,76.73,58.43981
2097,64.63,56.980335
2098,56.68,54.83161
2099,48.95,53.291256
2100,45.29,52.41264
2101,42.83,51.452953
2102,39.89,50.11846
2103,39.78,49.14633
2104,41.79,50.446136
2105,50.07,54.716484
2106,56.82,57.590733
2107,59.33,58.368267
2108,67.93,58.603523
2109,66.13,57.983177
2110,60.14,56.486954
2111,57.53,54.586937
2112,56.58,54.12817
2113,50.97,52.227123
2114,50.0,50.84299
2115,49.18,50.2759
2116,48.33,50.671402
2117,53.54,54.47686
2118,61.51,58.89378
2119,68.47,60.52144
2120,76.39,60.426937
2121,65.98,58.421997
2122,56.81,55.141144
2123,50.71,52.7676
2124,49.0,50.785954
2125,46.66,48.348434
2126,43.09,46.41037
2127,43.92,45.295364
2128,42.2,46.08756
2129,49.03,52.45657
2130,55.4,57.94316
2131,58.98,60.201958
2132,64.01,61.211372
2133,66.15,60.9079
2134,60.98,59.505577
2135,55.92,57.558556
2136,54.38,56.00509
2137,47.82,54.155025
2138,43.0,53.886112
2139,42.99,54.627457
2140,42.88,56.731705
2141,45.7,60.164734
2142,49.65,62.581577
2143,54.86,63.47534
2144,61.13,63.71965
2145,61.16,62.883537
2146,55.0,59.928165
2147,50.12,55.80582
2148,47.24,53.17185
2149,43.23,50.747147
2150,41.67,48.122623
2151,40.53,46.060074
2152,42.99,46.896393
2153,49.35,54.059235
2154,57.19,60.316097
2155,62.26,62.811035
2156,66.41,63.34917
2157,66.6,62.043377
2158,63.51,59.846672
2159,61.16,56.602325
2160,58.89,50.96723
2161,57.97,48.424408
2162,55.94,47.65522
2163,54.86,48.102726
2164,53.2,50.224457
2165,52.7,54.498123
2166,53.52,59.580597
2167,60.24,61.393112
2168,60.67,61.036655
2169,56.25,59.319885
2170,52.97,54.87649
2171,51.52,50.830624
2172,46.51,47.545128
2173,45.1,44.10306
2174,41.1,41.341225
2175,38.87,39.024387
2176,36.35,37.614704
2177,35.0,38.564873
2178,42.0,45.913548
2179,49.72,55.00053
2180,57.04,59.255585
2181,59.4,58.393593
2182,55.79,52.360703
2183,48.49,46.8553
2184,45.1,47.51852
2185,38.61,43.611176
2186,38.38,40.39312
2187,37.23,37.22991
2188,37.1,34.657097
2189,37.68,32.910362
2190,40.1,31.963593
2191,42.01,31.421234
2192,45.88,31.210072
2193,47.14,31.130337
2194,41.08,31.118896
2195,37.15,31.146679
2196,33.89,31.200584
2197,23.700000000000003,31.2155
2198,16.79,31.080692
2199,9.170000000000002,30.714867
2200,3.0,30.239273
2201,7.93,30.376411
2202,22.689999999999998,37.419052
2203,38.48,50.00035
2204,47.97,58.537777
2205,53.2,60.00678
2206,51.48,56.75818
2207,48.44,51.35932
2208,35.95,43.668114
2209,32.05,38.997185
2210,31.519999999999996,35.751198
2211,31.519999999999996,33.417538
2212,31.299999999999997,31.624104
2213,31.85,30.421589
2214,35.71000000000001,29.903946
2215,32.0,29.462673
2216,35.0,29.401829
2217,35.0,29.297092
2218,24.61,29.241703
2219,20.1,29.06483
2220,20.0,28.794266
2221,8.000000000000007,28.63256
2222,4.100000000000001,28.302998
2223,0.8999999999999986,28.034882
2224,1.009999999999998,27.827114
2225,7.18,27.608215
2226,31.010000000000005,27.598995
2227,39.87,30.891457
2228,47.45,42.892334
2229,46.5,52.81918
2230,43.04,55.41005
2231,39.97,52.551147
2232,43.97,38.47227
2233,37.5,34.166656
2234,34.05,31.069237
2235,34.05,29.437706
2236,34.05,28.860237
2237,35.97,30.460464
2238,47.0,38.29876
2239,47.1,47.618267
2240,48.54,52.548622
2241,49.1,53.72082
2242,49.11,51.585842
2243,48.74,47.437057
2244,48.1,43.32859
2245,48.32,38.826008
2246,47.9,34.309475
2247,38.08,31.154427
2248,33.480000000000004,29.372429
2249,31.9,29.554173
2250,34.5,37.228188
2251,48.53,48.259537
2252,53.32,54.64806
2253,60.68,56.683617
2254,58.16,56.302002
2255,57.1,54.328857
2256,58.0,51.392338
2257,50.28,48.297752
2258,48.13,45.931717
2259,44.0,44.709427
2260,43.93,44.604492
2261,48.3,47.150772
2262,58.02,51.640602
2263,63.46,54.132645
2264,69.01,54.966145
2265,66.05,53.708878
2266,62.36,50.351833
2267,60.05,47.432327
2268,59.01,45.015213
2269,56.82,41.838127
2270,53.97,38.475098
2271,47.49,35.479744
2272,44.94,34.240913
2273,43.93,35.05432
2274,52.58,41.68993
2275,57.97,50.062885
2276,64.53,54.3745
2277,66.76,55.817333
2278,62.97,55.439034
2279,60.72,52.832497
2280,68.25,55.822937
2281,64.85,52.757286
2282,62.36,50.784706
2283,59.59,49.853184
2284,58.0,49.593945
2285,59.18,51.529797
2286,60.16,55.959248
2287,65.1,58.44697
2288,67.03,59.432304
2289,66.66,59.381027
2290,65.09,57.696346
2291,63.0,54.473156
2292,64.84,51.6284
2293,65.03,48.735905
2294,65.09,46.310616
2295,64.03,44.567963
2296,62.24,44.275894
2297,64.24,47.048866
2298,66.06,52.001373
2299,69.75,56.065277
2300,75.98,58.57642
2301,86.99,59.4284
2302,74.0,59.208588
2303,69.16,57.9797
2304,72.53,70.906784
2305,66.58,69.94504
2306,65.0,69.05564
2307,63.18,68.41299
2308,61.9,68.683365
2309,65.62,69.54834
2310,71.34,70.738106
2311,76.07,71.34911
2312,81.77,71.77032
2313,81.28,71.66342
2314,74.52,71.30633
2315,70.0,70.37271
2316,67.4,69.16664
2317,66.09,66.167366
2318,63.44,61.769066
2319,60.02,57.768593
2320,57.0,56.965633
2321,62.36,60.613808
2322,70.22,65.52586
2323,74.85,68.91846
2324,80.56,70.75786
2325,79.3,71.35432
2326,73.97,70.936775
2327,69.61,69.4102
2328,73.36,68.51192
2329,69.98,64.121414
2330,68.77,61.269775
2331,67.97,59.417244
2332,65.35,58.479122
2333,71.37,60.24275
2334,73.97,67.334816
2335,80.0,72.19007
2336,84.23,74.01506
2337,86.48,73.26767
2338,80.27,68.33197
2339,73.97,62.57917
2340,70.79,58.434727
2341,65.13,54.8941
2342,62.36,52.266663
2343,61.16,50.084274
2344,58.12,47.97819
2345,63.93,47.9961
2346,70.68,54.087757
2347,74.19,62.982277
2348,82.97,68.02906
2349,76.51,67.72076
2350,73.25,61.70407
2351,70.01,55.0424
2352,66.02,74.495735
2353,63.26,69.64462
2354,61.86,65.60392
2355,60.57,62.32302
2356,60.16,59.574615
2357,61.16,58.258823
2358,62.36,57.436794
2359,62.97,56.2274
2360,68.32,54.921646
2361,70.23,53.51837
2362,70.18,51.236153
2363,68.97,48.291508
2364,67.77,45.837185
2365,65.51,43.633812
2366,62.36,41.614517
2367,58.01,40.037716
2368,55.07,38.8742
2369,59.84,38.65554
2370,65.7,44.96276
2371,69.24,58.87175
2372,70.12,70.03623
2373,73.82,73.12575
2374,70.18,69.67021
2375,66.45,63.072296
2376,61.16,64.535225
2377,60.97,61.90282
2378,57.21,60.76695
2379,53.75,59.68222
2380,51.52,58.53153
2381,50.97,57.87943
2382,51.81,57.877045
2383,49.4,57.304176
2384,52.91,57.347183
2385,55.35,57.064285
2386,56.54,56.503925
2387,53.2,55.62625
2388,53.23,54.953766
2389,45.9,53.629177
2390,41.92,51.856613
2391,41.29,50.265736
2392,37.6,49.368237
2393,34.84,51.355072
2394,40.1,62.461174
2395,47.48,72.06243
2396,60.97,76.04613
2397,67.2,75.83587
2398,63.85,72.78389
2399,59.14,68.430916
2400,60.57,56.0466
2401,53.2,53.618946
2402,50.0,51.707764
2403,49.6,49.826225
2404,49.7,47.920723
2405,52.7,46.522663
2406,60.02,50.52048
2407,70.43,61.167866
2408,71.29,67.35932
2409,69.68,68.24038
2410,63.26,65.26596
2411,60.02,61.263123
2412,62.0,58.05645
2413,62.0,55.335835
2414,61.16,53.067352
2415,58.97,51.779636
2416,58.02,52.443428
2417,61.07,57.34409
2418,66.0,64.48895
2419,72.05,68.73214
2420,78.74,70.361465
2421,78.0,70.05971
2422,72.94,67.7027
2423,71.43,64.10019
2424,76.48,67.31671
2425,72.07,64.74208
2426,69.14,62.36413
2427,68.99,60.603073
2428,66.0,60.305645
2429,71.73,63.40051
2430,77.18,69.50608
2431,80.52,72.96848
2432,87.83,74.37132
2433,86.0,74.8242
2434,80.85,74.176994
2435,78.51,72.73758
2436,78.0,70.73977
2437,72.0,66.738914
2438,66.0,63.16811
2439,62.36,60.949318
2440,62.36,62.65249
2441,65.97,68.49294
2442,74.32,72.32616
2443,80.85,74.00135
2444,88.32,74.34925
2445,86.72,73.92001
2446,80.76,72.30278
2447,78.98,69.36125
2448,78.0,78.16046
2449,72.0,72.76373
2450,70.45,68.80774
2451,69.05,66.29164
2452,68.0,65.67893
2453,70.66,69.57402
2454,78.51,78.13014
2455,83.3,82.45121
2456,88.41,84.074936
2457,85.64,84.00912
2458,81.0,82.356155
2459,77.69,78.52856
2460,72.31,73.88094
2461,67.97,69.07699
2462,66.1,65.4388
2463,61.97,62.64637
2464,62.23,62.142555
2465,65.96,67.40914
2466,73.19,76.33427
2467,75.28,81.38199
2468,78.51,83.242584
2469,81.7,83.11372
2470,76.51,79.82189
2471,70.52,73.58191
2472,65.84,68.814865
2473,62.97,65.9802
2474,60.98,64.60792
2475,59.71,63.729374
2476,61.16,63.50061
2477,61.16,65.237946
2478,64.47,71.83294
2479,72.97,78.9526
2480,78.0,81.689705
2481,76.79,81.39579
2482,76.74,78.115074
2483,75.16,73.63035
2484,70.67,70.331345
2485,69.0,67.24838
2486,63.72,64.27754
2487,60.55,62.139896
2488,59.18,61.573757
2489,61.18,67.29083
2490,70.14,76.431114
2491,72.02,81.05002
2492,76.45,82.30803
2493,78.0,81.24663
2494,72.0,77.42187
2495,67.58,72.26741
2496,74.52,63.740593
2497,69.13,60.79747
2498,68.07,59.076942
2499,65.87,58.165207
2500,62.57,58.499012
2501,64.75,63.62483
2502,70.0,71.93656
2503,73.33,75.85175
2504,76.79,77.09232
2505,76.38,76.86835
2506,75.64,75.04319
2507,72.01,71.84123
2508,69.7,68.36107
2509,62.36,64.55122
2510,60.57,61.249756
2511,59.0,58.849857
2512,53.66,57.62931
2513,57.94,58.784706
2514,64.99,65.63729
2515,71.07,71.498566
2516,78.52,74.26811
2517,80.0,73.69445
2518,73.94,70.16758
2519,73.45,66.09045
2520,72.04,68.163
2521,65.99,64.155426
2522,63.66,61.66689
2523,60.75,59.862015
2524,58.4,58.597775
2525,59.17,58.34106
2526,65.57,58.496613
2527,68.2,58.898823
2528,73.45,60.438374
2529,72.94,62.957348
2530,62.58,64.396034
2531,60.57,63.83721
2532,62.36,61.753082
2533,55.77,59.33589
2534,52.07,57.616886
2535,50.77,56.591846
2536,50.72,55.756527
2537,53.49,55.636032
2538,59.98,59.35998
2539,68.01,66.50332
2540,78.47,72.09424
2541,77.59,73.621765
2542,75.63,72.42977
2543,72.34,69.129776
2544,72.81,68.873726
2545,65.53,64.71408
2546,64.77,62.496998
2547,62.1,60.783764
2548,61.02,59.330128
2549,60.57,58.53225
2550,60.54,59.076183
2551,62.62,58.90207
2552,64.52,59.407593
2553,63.57,59.279972
2554,60.01,58.3134
2555,59.35,57.05442
2556,59.87,56.231033
2557,54.89,55.37583
2558,54.22,54.35914
2559,51.35,53.37375
2560,51.34,52.461796
2561,54.55,52.279358
2562,64.99,57.52353
2563,76.08,66.91193
2564,80.93,74.24755
2565,82.51,77.00377
2566,80.49,76.520874
2567,80.31,73.922195
2568,81.57,76.351685
2569,80.18,72.21937
2570,76.57,69.55079
2571,72.07,68.24891
2572,69.07,67.688065
2573,70.36,69.97508
2574,84.9,76.21813
2575,85.0,81.072945
2576,87.5,83.50543
2577,86.01,84.53069
2578,84.51,84.75886
2579,83.51,84.016754
2580,80.72,82.579
2581,78.04,78.94786
2582,74.0,74.28457
2583,69.07,69.46375
2584,65.16,66.38336
2585,70.02,68.735756
2586,79.05,75.185776
2587,81.57,80.611946
2588,85.59,83.34041
2589,89.5,84.08893
2590,82.31,83.5869
2591,80.32,81.85916
2592,77.08,81.032104
2593,73.63,75.59607
2594,72.02,71.57193
2595,68.99,69.414505
2596,68.61,68.42085
2597,71.94,69.52428
2598,83.16,75.93605
2599,89.9,83.18649
2600,92.35,86.53279
2601,90.0,87.11994
2602,85.0,86.14207
2603,81.07,83.25874
2604,78.27,79.17228
2605,72.1,74.093124
2606,68.89,70.22332
2607,66.57,66.88744
2608,66.01,65.50945
2609,69.88,68.55583
2610,81.07,77.89406
2611,83.02,84.28994
2612,90.44,86.859085
2613,93.92,87.448975
2614,86.91,86.777405
2615,75.0,84.82798
2616,81.01,78.534485
2617,79.01,73.04709
2618,78.07,70.705864
2619,78.76,69.29499
2620,78.07,68.511406
2621,73.0,70.43563
2622,81.01,80.05221
2623,87.61,87.09849
2624,92.62,89.294876
2625,90.0,88.40774
2626,84.61,85.27372
2627,82.49,80.61268
2628,78.9,76.30424
2629,75.0,72.02328
2630,71.68,68.06883
2631,67.3,64.302444
2632,68.34,61.892914
2633,69.97,63.30609
2634,80.0,74.81581
2635,85.06,84.295975
2636,86.99,88.355255
2637,86.35,88.354965
2638,81.56,84.4551
2639,72.9,77.50755
2640,73.31,74.84273
2641,69.07,71.90653
2642,68.07,70.72512
2643,69.0,70.68635
2644,67.26,71.22538
2645,67.26,73.38943
2646,74.0,80.936615
2647,82.57,88.12129
2648,85.0,90.93968
2649,83.09,90.80002
2650,80.18,88.85356
2651,75.97,85.71032
2652,72.07,83.1605
2653,71.05,79.43767
2654,67.26,75.75314
2655,65.16,71.54078
2656,66.01,68.5413
2657,66.36,69.51828
2658,69.65,80.278496
2659,79.6,88.13624
2660,84.42,90.91406
2661,85.93,90.68173
2662,83.03,87.57762
2663,80.62,82.984314
2664,82.23,71.8149
2665,80.62,69.23994
2666,70.07,68.0995
2667,66.57,67.634964
2668,59.72,67.89248
2669,67.0,70.24708
2670,77.0,77.023315
2671,83.73,80.89047
2672,83.16,81.612854
2673,78.01,80.247665
2674,68.56,76.14206
2675,65.16,72.622444
2676,60.0,69.51014
2677,54.6,66.09657
2678,54.22,63.27442
2679,52.03,60.76235
2680,51.24,59.461555
2681,53.45,63.162296
2682,64.0,73.58629
2683,78.02,79.6094
2684,81.02,81.08072
2685,78.33,78.86907
2686,70.9,74.48504
2687,65.69,70.61338
2688,68.51,65.18248
2689,64.5,62.093555
2690,61.4,60.069923
2691,56.86,58.603966
2692,54.89,57.722965
2693,54.55,57.870388
2694,57.95,58.76205
2695,57.51,59.00514
2696,55.75,59.31245
2697,54.68,58.88998
2698,54.55,57.410484
2699,52.03,55.40609
2700,50.4,53.543167
2701,50.4,50.539314
2702,49.51,46.477417
2703,40.0,42.82937
2704,32.07,40.758858
2705,46.71,43.131218
2706,55.2,59.52466
2707,67.65,74.453476
2708,73.43,80.03705
2709,77.0,80.06838
2710,73.57,78.06759
2711,66.36,74.876465
2712,68.07,70.40482
2713,65.16,66.98037
2714,61.07,65.93388
2715,61.07,65.68711
2716,57.75,65.22863
2717,56.01,65.54689
2718,56.01,67.34746
2719,54.89,66.84455
2720,54.55,66.43388
2721,55.2,65.13486
2722,55.2,62.884007
2723,54.7,60.92097
2724,54.55,59.55104
2725,54.55,58.603344
2726,53.52,58.140533
2727,50.0,57.69494
2728,50.0,58.559097
2729,50.4,65.59247
2730,54.7,73.75477
2731,65.93,77.69109
2732,76.33,78.94533
2733,88.09,77.95768
2734,86.58,76.109924
2735,81.79,74.56694
2736,78.0,66.780136
2737,74.75,62.803905
2738,71.75,60.75755
2739,72.5,59.842632
2740,69.66,59.42263
2741,75.0,62.705902
2742,78.75,69.05713
2743,81.96,72.46293
2744,83.85,73.43384
2745,82.29,72.87077
2746,80.0,70.4978
2747,78.23,66.72977
2748,76.71,63.638744
2749,74.75,59.805977
2750,71.54,57.389503
2751,67.26,55.69801
2752,66.36,55.35959
2753,68.75,60.603657
2754,69.56,68.696655
2755,79.41,72.89224
2756,82.29,74.43387
2757,86.01,74.30754
2758,78.81,72.75833
2759,75.53,70.682976
2760,82.54,79.25659
2761,79.94,76.57669
2762,79.01,74.03078
2763,78.06,71.96047
2764,75.96,70.85426
2765,76.12,73.93821
2766,79.91,80.090675
2767,82.94,82.88285
2768,85.32,83.59514
2769,81.59,82.976616
2770,80.54,80.96822
2771,80.18,77.94927
2772,79.91,74.364555
2773,78.86,69.91406
2774,75.75,65.92001
2775,68.01,62.681896
2776,66.36,60.641872
2777,66.36,62.20332
2778,74.09,72.703995
2779,80.35,78.99312
2780,80.87,81.290665
2781,83.99,81.56499
2782,80.0,80.183334
2783,74.22,77.24356
2784,76.75,77.64966
2785,73.96,75.3225
2786,73.25,73.68374
2787,72.5,72.04353
2788,68.49,71.22224
2789,69.75,73.16931
2790,73.99,78.13092
2791,81.48,81.83953
2792,85.57,83.00684
2793,84.0,82.1531
2794,79.65,80.30583
2795,78.95,78.519165
2796,76.75,76.37865
2797,76.71,72.95367
2798,70.0,69.28368
2799,62.57,66.165886
2800,59.18,64.17104
2801,65.71,63.37881
2802,71.4,70.13939
2803,77.99,77.334694
2804,78.0,80.88472
2805,81.01,81.53418
2806,76.75,79.82011
2807,71.29,76.78963
2808,76.75,73.73056
2809,70.68,71.974785
2810,66.75,71.02407
2811,66.36,70.26954
2812,65.0,70.18637
2813,65.16,70.69337
2814,71.77,74.18649
2815,79.9,78.01973
2816,85.08,79.43855
2817,84.5,79.19088
2818,80.0,77.869705
2819,78.4,75.750145
2820,77.16,73.73482
2821,77.02,70.8433
2822,73.35,67.536674
2823,66.75,64.25378
2824,65.0,61.86101
2825,68.34,62.47855
2826,69.0,71.12432
2827,76.65,76.96553
2828,82.47,79.57581
2829,86.7,80.05135
2830,82.5,79.31376
2831,76.75,78.096664
2832,84.75,79.276924
2833,82.62,76.86049
2834,80.5,75.304955
2835,80.5,74.15251
2836,80.0,73.709465
2837,80.63,75.45523
2838,84.02,80.18891
2839,84.51,82.89332
2840,90.0,83.64357
2841,87.22,83.11221
2842,80.63,81.33289
2843,77.95,79.14709
2844,82.06,76.54561
2845,77.75,72.937515
2846,75.0,68.92404
2847,73.88,65.84277
2848,67.5,63.668602
2849,69.64,65.77657
2850,75.55,74.321625
2851,79.06,80.126
2852,80.96,82.893745
2853,83.16,83.455315
2854,76.11,82.12587
2855,68.86,79.89019
2856,69.29,81.5414
2857,64.6,78.843056
2858,61.08,75.72497
2859,59.93,72.034035
2860,59.9,68.8686
2861,58.0,66.855736
2862,56.86,66.323906
2863,56.55,65.55867
2864,57.38,65.720665
2865,56.21,65.971344
2866,54.7,65.29689
2867,53.39,63.90836
2868,53.13,63.176697
2869,51.4,62.110065
2870,49.59,60.429585
2871,45.53,59.80001
2872,48.98,59.755894
2873,50.47,62.31335
2874,54.4,71.8292
2875,61.01,80.90846
2876,68.69,85.3208
2877,81.06,86.483185
2878,81.52,85.98859
2879,71.01,84.73386
2880,61.17,71.70197
2881,56.77,67.85091
2882,56.52,64.50361
2883,56.52,61.707275
2884,56.77,59.37787
2885,56.8,57.814175
2886,61.36,57.19367
2887,58.02,56.373295
2888,58.02,55.849342
2889,58.89,55.271828
2890,56.8,54.82419
2891,59.2,54.22589
2892,61.75,54.010612
2893,66.01,53.95513
2894,59.41,53.93112
2895,55.47,53.871284
2896,53.59,54.244728
2897,52.0,56.837673
2898,54.75,64.8365
2899,65.1,73.44208
2900,75.0,78.40668
2901,82.62,79.99769
2902,80.0,79.81287
2903,70.86,79.20079
2904,58.48,74.4102
2905,54.75,73.757805
2906,54.27,73.18056
2907,52.64,72.8452
2908,55.84,72.72715
2909,61.36,73.53439
2910,74.74,75.41188
2911,83.07,76.52513
2912,85.67,77.08551
2913,83.55,77.15088
2914,79.0,76.77871
2915,76.5,75.95093
2916,76.5,75.21998
2917,76.5,73.92784
2918,75.55,72.58821
2919,71.33,70.88086
2920,70.83,69.24343
2921,75.5,69.49923
2922,76.5,72.18424
2923,82.66,74.61667
2924,87.0,75.991196
2925,86.15,76.29732
2926,84.0,75.53147
2927,82.58,74.401054
2928,84.51,76.27801
2929,83.63,74.81488
2930,83.29,73.63746
2931,83.35,72.50403
2932,82.83,71.60688
2933,83.63,73.17047
2934,85.0,77.12414
2935,86.92,79.470085
2936,89.05,80.44158
2937,84.9,80.446884
2938,83.39,79.93816
2939,82.83,78.896286
2940,82.0,77.8134
2941,81.04,76.19952
2942,79.0,74.2397
2943,71.88,71.97868
2944,70.07,69.975365
2945,69.55,69.262405
2946,70.83,72.76883
2947,80.3,76.36757
2948,83.53,78.39264
2949,84.9,79.153244
2950,83.01,78.383385
2951,81.04,76.71036
2952,75.0,83.63742
2953,71.55,81.19937
2954,70.86,79.29758
2955,73.0,77.61365
2956,71.55,75.723946
2957,76.5,76.41077
2958,78.05,81.657394
2959,82.76,86.44273
2960,84.2,88.52806
2961,82.78,88.15942
2962,76.5,86.51521
2963,74.49,84.55849
2964,74.49,82.59272
2965,73.55,79.33711
2966,69.66,75.537125
2967,68.49,71.47819
2968,65.55,67.829445
2969,66.32,64.94402
2970,70.83,68.81587
2971,77.5,77.654106
2972,83.24,83.24522
2973,85.5,84.06823
2974,83.67,79.86828
2975,81.11,73.72484
2976,76.0,70.395515
2977,71.75,66.60332
2978,71.61,64.07055
2979,70.86,62.273342
2980,70.83,60.99103
2981,70.83,61.194344
2982,75.5,66.14175
2983,80.53,75.4675
2984,81.67,81.87891
2985,80.76,83.308525
2986,75.0,81.91563
2987,71.75,79.328
2988,67.16,77.04457
2989,65.02,73.837685
2990,63.5,70.036644
2991,63.05,65.67258
2992,64.51,62.015778
2993,65.27,60.81684
2994,70.83,67.314125
2995,76.33,76.13427
2996,82.4,81.64409
2997,85.0,83.21795
2998,80.0,81.66883
2999,74.44,78.0949
3000,75.57,73.15608
3001,68.82,70.72796
3002,65.0,69.57906
3003,60.25,68.784996
3004,60.01,68.406296
3005,69.3,70.541725
3006,80.0,77.39255
3007,86.6,81.56446
3008,90.0,82.67328
3009,84.16,81.3431
3010,78.75,78.21494
3011,76.98,74.886826
3012,75.57,72.78528
3013,70.0,70.288864
3014,63.5,67.85567
3015,58.1,65.56571
3016,56.8,63.404564
3017,61.36,62.784046
3018,68.16,68.50957
3019,79.01,75.467224
3020,84.2,79.829796
3021,85.91,80.91533
3022,83.91,77.840775
3023,82.02,73.17595
3024,80.75,72.802956
3025,77.0,68.606606
3026,70.86,65.99161
3027,69.66,63.760735
3028,69.48,61.910614
3029,65.0,60.854546
3030,65.75,60.25895
3031,62.25,59.80311
3032,67.57,59.42708
3033,61.36,59.28028
3034,50.47,58.809193
3035,41.04,58.584595
3036,37.0,58.60305
3037,20.0,58.372223
3038,1.95000000000001,57.897064
3039,0.1599999999999966,57.584217
3040,0.9999999999999929,57.302483
3041,1.95000000000001,57.813904
3042,6.999999999999993,61.59515
3043,48.46,68.219086
3044,66.27,75.6653
3045,60.74,79.030876
3046,56.53,78.26697
3047,51.8,73.73314
3048,15.019999999999996,67.335144
3049,6.709999999999994,64.18125
3050,2.000000000000007,62.590942
3051,1.6099999999999994,61.75303
3052,0.1599999999999966,61.154022
3053,0.1599999999999966,60.8105
3054,1.95000000000001,60.45502
3055,1.95000000000001,60.13897
3056,1.95000000000001,59.84125
3057,1.95000000000001,59.478012
3058,1.95000000000001,59.055645
3059,1.95000000000001,58.537975
3060,0.1599999999999966,58.28425
3061,0.1599999999999966,58.064663
3062,0.030000000000001137,57.574383
3063,0.010000000000005116,57.0888
3064,0.010000000000005116,56.920734
3065,0.15000000000000568,57.763367
3066,1.95000000000001,61.212887
3067,14.0,67.15013
3068,40.67,74.9799
3069,54.11,80.03294
3070,54.3,82.34078
3071,49.75,82.239334
3072,45.06,54.973625
3073,42.11,54.68472
3074,40.0,54.61217
3075,35.8,55.699425
3076,38.29,57.22658
3077,40.7,61.50796
3078,61.36,69.19378
3079,69.99,75.46917
3080,74.07,80.25557
3081,68.57,82.8616
3082,63.5,83.539894
3083,63.28,83.16187
3084,62.18,82.75717
3085,59.83,81.683914
3086,47.53,79.90439
3087,53.25,77.87663
3088,57.63,76.426575
3089,63.65,76.129524
3090,64.13,78.048744
3091,67.01,80.97499
3092,75.75,83.52862
3093,83.16,84.55051
3094,77.5,84.1205
3095,68.0,83.19362
3096,68.83,72.0558
3097,64.92,71.21191
3098,60.39,70.63432
3099,56.53,70.35121
3100,45.01,70.21251
3101,50.0,71.160706
3102,61.36,73.90143
3103,67.76,76.94505
3104,68.09,78.38586
3105,60.0,78.293495
3106,41.87,76.88668
3107,40.0,74.58592
3108,40.0,72.924835
3109,39.47,71.00487
3110,38.12,68.89197
3111,23.189999999999998,66.52154
3112,25.0,64.467865
3113,38.67,64.96066
3114,41.77,68.12492
3115,63.9,72.09492
3116,78.75,75.64867
3117,79.62,77.13698
3118,75.34,76.46528
3119,68.62,74.746056
3120,62.26,61.931873
3121,58.2,61.386604
3122,56.31,61.05535
3123,54.81,60.594955
3124,55.01,60.069317
3125,58.84,60.477272
3126,66.75,62.108116
3127,71.4,63.216232
3128,73.5,63.77401
3129,71.51,63.451477
3130,67.0,62.47146
3131,51.1,61.662575
3132,45.0,61.273796
3133,45.0,60.88705
3134,30.0,60.251865
3135,18.0,59.439167
3136,5.000000000000007,58.75388
3137,6.0,59.2406
3138,41.0,61.211727
3139,45.0,63.306957
3140,72.75,64.438614
3141,78.08,64.64425
3142,74.51,63.74713
3143,66.01,62.736946
3144,65.04,57.396954
3145,63.15,56.49885
3146,60.74,55.93208
3147,60.85,55.261692
3148,59.9,54.55583
3149,60.69,54.971786
3150,60.33,57.685593
3151,62.87,59.69787
3152,67.64,60.75863
3153,63.0,60.488518
3154,60.69,58.801983
3155,57.96,57.140682
3156,58.78,56.235546
3157,46.0,55.216682
3158,37.73,53.500713
3159,36.55,51.638615
3160,36.52,50.195942
3161,37.08,50.784378
3162,60.69,53.738228
3163,70.2,57.194664
3164,77.76,59.89192
3165,79.96,61.083057
3166,78.35,60.50141
3167,72.63,59.072247
3168,75.38,61.518715
3169,69.0,58.36832
3170,65.65,56.047363
3171,62.2,54.36455
3172,62.2,53.731945
3173,68.0,57.278145
3174,73.78,62.905834
3175,80.0,65.484825
3176,82.14,66.32476
3177,78.96,65.248474
3178,70.0,62.212708
3179,67.21,59.214386
3180,67.21,57.057354
