,MAE,MAE (median),MAPE,WMAPE,RMSE,% Trend,Dias,Variables
0,10.74,7.45,147.34,9.6,16.7,83.97,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Prevision_Eol_Fotov']"
0,10.75,7.33,164.53,9.61,16.76,84.06,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Prevision_Eol_Fotov']"
0,11.03,7.73,158.49,9.85,17.09,83.86,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Prevision_Eol_Fotov']"
0,12.11,8.08,167.26,10.82,18.86,83.61,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Prevision_Eol_Fotov']"
0,12.96,8.86,183.63,11.58,20.61,83.53,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Prevision_Eol_Fotov']"
0,19.68,10.17,102.38,17.58,37.42,82.14,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,14.56,9.31,99.54,13.0,22.97,83.25,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,11.95,7.72,108.49,10.68,18.9,83.55,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,10.81,7.11,134.17,9.66,17.04,83.95,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,10.72,7.35,146.65,9.58,16.66,83.91,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,10.79,7.38,162.84,9.64,16.77,83.99,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,11.08,7.87,157.65,9.9,17.1,83.82,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,12.27,8.28,159.76,10.96,18.95,83.91,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,13.16,9.18,181.26,11.76,20.73,83.81,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Brent', 'Temperatura']"
0,21.57,10.18,104.05,19.28,51.8,82.28,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,14.58,9.32,96.84,13.02,22.75,83.29,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,12.06,8.19,116.67,10.78,18.93,83.66,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,10.93,7.28,143.4,9.76,17.21,83.96,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,10.83,7.41,154.21,9.68,16.87,83.86,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,10.82,7.27,164.05,9.66,16.83,83.92,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,10.87,7.3,155.03,9.71,17.05,83.88,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,11.72,7.75,159.83,10.47,18.74,83.65,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,12.59,8.17,183.36,11.25,20.63,83.47,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Demanda']"
0,21.57,10.18,104.05,19.28,51.8,82.28,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,14.58,9.32,96.84,13.02,22.75,83.29,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,12.06,8.19,116.67,10.78,18.93,83.66,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,10.93,7.28,143.4,9.76,17.21,83.96,60,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,10.83,7.41,154.21,9.68,16.87,83.86,90,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,10.82,7.27,164.05,9.66,16.83,83.92,150,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,10.87,7.3,155.03,9.71,17.05,83.88,220,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,11.72,7.75,159.83,10.47,18.74,83.65,365,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,12.59,8.17,183.36,11.25,20.63,83.47,No Rolling,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Prevision_Eol_Fotov']"
0,21.0,9.88,93.26,18.76,48.76,82.07,7,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Temperatura']"
0,14.45,9.35,98.71,12.91,22.31,83.23,21,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Temperatura']"
0,11.99,8.21,114.67,10.71,18.81,83.63,30,"['Spot_electricidad', 'Hueco_Termico', 'Lunes', 'Martes', 'Miercoles', 'Jueves', 'Viernes', 'Sabado', 'Hora_1', 'Hora_2', 'Hora_3', 'Hora_4', 'Hora_5', 'Hora_6', 'Hora_7', 'Hora_8', 'Hora_9', 'Hora_10', 'Hora_11', 'Hora_12', 'Hora_13', 'Hora_14', 'Hora_15', 'Hora_16', 'Hora_17', 'Hora_18', 'Hora_19', 'Hora_20', 'Hora_21', 'Hora_22', 'Hora_23', 'Festivo_Nacional', 'MIBGAS_FW1D', 'Precio_max', 'Precio_min', 'Spred_precio', 'Temperatura_max', 'Temperatura_min', 'Spred_temperatura', 'lag_48', 'IBEX', 'Api2', 'Temperatura']"
