,Pred,Real,MAE,MAPE
2021-01-01 00:00:00,50.058713294954245,50.87,0.8112867050457524,1.5948234815131757
2021-01-01 01:00:00,44.60583454543967,48.19,3.5841654545603276,7.437570978543946
2021-01-01 02:00:00,41.473930193444936,44.68,3.206069806555064,7.175626245646965
2021-01-01 03:00:00,39.22089180466311,38.5,0.7208918046631112,1.872446245878211
2021-01-01 04:00:00,38.66802392613185,36.8,1.8680239261318548,5.0761519731843885
2021-01-01 05:00:00,39.928360619478426,36.55,3.3783606194784284,9.2431207099273
2021-01-01 06:00:00,44.2407988999789,36.6,7.640798899978897,20.876499726718297
2021-01-01 07:00:00,49.42507526049264,36.55,12.875075260492643,35.22592410531503
2021-01-01 08:00:00,53.084966146168384,36.55,16.534966146168387,45.239305461473016
2021-01-01 09:00:00,56.611725581707724,36.55,20.061725581707726,54.88844208401568
2021-01-01 10:00:00,57.170924763443296,37.55,19.6209247634433,52.25279564165992
2021-01-01 11:00:00,55.34310849450368,37.55,17.793108494503684,47.38510917311235
2021-01-01 12:00:00,54.31756162283708,37.55,16.767561622837086,44.653959048833784
2021-01-01 13:00:00,53.208805243260436,37.55,15.658805243260439,41.70121236554045
2021-01-01 14:00:00,51.706576765050805,36.6,15.106576765050804,41.27479990451039
2021-01-01 15:00:00,51.16031822668857,35.5,15.660318226688567,44.11357246954526
2021-01-01 16:00:00,52.94604290217193,36.0,16.946042902171932,47.072341394922034
2021-01-01 17:00:00,57.739702591806086,38.5,19.239702591806086,49.97325348521061
2021-01-01 18:00:00,62.3866118187449,52.01,10.376611818744905,19.951185961824468
2021-01-01 19:00:00,63.28096111929315,55.16,8.120961119293156,14.722554603504634
2021-01-01 20:00:00,62.68758841280324,57.4,5.287588412803238,9.21182650314153
2021-01-01 21:00:00,60.17259211034637,53.86,6.3125921103463725,11.720371537962073
2021-01-01 22:00:00,57.564083704284364,53.45,4.114083704284361,7.697069605770554
2021-01-01 23:00:00,53.7444836346493,49.72,4.0244836346493,8.094295323108005
2021-01-02 00:00:00,46.84058759057259,46.69,0.15058759057259152,0.3225264308686904
2021-01-02 01:00:00,41.89157590917525,42.43,0.5384240908247477,1.2689702824057216
2021-01-02 02:00:00,38.74736966913424,40.1,1.3526303308657646,3.373142969740061
2021-01-02 03:00:00,36.111370662040265,39.11,2.998629337959734,7.667167829096738
2021-01-02 04:00:00,35.44925694303693,37.55,2.1007430569630685,5.594522122404976
2021-01-02 05:00:00,36.56661713775349,37.7,1.1333828622465134,3.0063205895132983
2021-01-02 06:00:00,40.469684060346374,39.6,0.8696840603463727,2.196171869561547
2021-01-02 07:00:00,45.16197217238967,43.34,1.821972172389664,4.203904412528066
2021-01-02 08:00:00,48.47560030217585,48.45,0.025600302175845968,0.05283860098213822
2021-01-02 09:00:00,51.664999348645814,51.6,0.06499934864581292,0.12596772993374597
2021-01-02 10:00:00,52.263164441657665,52.0,0.26316444165766484,0.5060854647262785
2021-01-02 11:00:00,50.61051192750255,51.25,0.6394880724974499,1.2477816048730728
2021-01-02 12:00:00,49.682263535900276,50.56,0.8777364640997263,1.7360293989314206
2021-01-02 13:00:00,48.68011901229569,50.57,1.8898809877043092,3.7371583699907243
2021-01-02 14:00:00,47.23100364893007,50.57,3.3389963510699303,6.602721675044355
2021-01-02 15:00:00,46.63126223378066,48.45,1.8187377662193427,3.753844718718973
2021-01-02 16:00:00,48.29544594115007,50.25,1.9545540588499293,3.889659818606824
2021-01-02 17:00:00,52.86868503357847,54.23,1.3613149664215243,2.510261785767148
2021-01-02 18:00:00,58.350550985384515,58.65,0.2994490146154831,0.5105695048857342
2021-01-02 19:00:00,59.4567655205464,60.43,0.9732344794536019,1.6105154384471319
2021-01-02 20:00:00,59.13148703069614,60.03,0.8985129693038587,1.496773228891985
2021-01-02 21:00:00,56.51901351823732,55.03,1.4890135182373214,2.7058214033024197
2021-01-02 22:00:00,54.11849615096348,52.25,1.8684961509634803,3.5760691884468523
2021-01-02 23:00:00,50.30548025977669,48.45,1.8554802597766837,3.829680618734125
2021-01-03 00:00:00,45.709732513808646,46.11,0.4002674861913533,0.8680708874243187
2021-01-03 01:00:00,40.82065271846063,43.0,2.1793472815393713,5.068249491952026
2021-01-03 02:00:00,37.747342276982074,39.55,1.8026577230179228,4.557920917870854
2021-01-03 03:00:00,35.26864125924482,37.44,2.171358740755174,5.79956928620506
2021-01-03 04:00:00,34.521839408322364,35.64,1.1181605916776363,3.1373753975242322
2021-01-03 05:00:00,35.54851720891797,35.5,0.04851720891797129,0.1366681941351304
2021-01-03 06:00:00,39.26201030744159,36.14,3.1220103074415917,8.638656080358583
2021-01-03 07:00:00,43.86229026714257,36.97,6.89229026714257,18.642927419914987
2021-01-03 08:00:00,47.3472626310135,38.92,8.427262631013498,21.652781682974044
2021-01-03 09:00:00,50.5341602323594,44.49,6.0441602323593955,13.58543545147088
2021-01-03 10:00:00,51.113713147544196,49.0,2.113713147544196,4.313700301110605
2021-01-03 11:00:00,49.54462485847347,50.3,0.7553751415265282,1.5017398439891216
2021-01-03 12:00:00,48.63855514448434,48.0,0.6385551444843429,1.3303232176757143
2021-01-03 13:00:00,47.73242284581806,46.64,1.0924228458180565,2.34224452362362
2021-01-03 14:00:00,46.42049830661108,44.01,2.410498306611082,5.477160433108571
2021-01-03 15:00:00,45.67642907438474,41.27,4.406429074384739,10.677075537641723
2021-01-03 16:00:00,47.35433401636886,49.92,2.565665983631142,5.139555255671358
2021-01-03 17:00:00,51.87135689427465,55.16,3.288643105725349,5.962007080720357
