,Pred,Real,MAE,MAPE
2021-01-01 00:00:00,36.35081112747178,50.87,14.519188872528218,28.541751272907838
2021-01-01 01:00:00,33.277407918554836,48.19,14.912592081445162,30.945407929954683
2021-01-01 02:00:00,28.67333460465484,44.68,16.00666539534516,35.82512398241978
2021-01-01 03:00:00,23.194872507290093,38.5,15.305127492709907,39.75357790314262
2021-01-01 04:00:00,18.80836632803224,36.8,17.991633671967758,48.89030889121674
2021-01-01 05:00:00,18.869052058301513,36.55,17.680947941698484,48.37468657099449
2021-01-01 06:00:00,19.642534958285964,36.6,16.957465041714038,46.33187169867223
2021-01-01 07:00:00,20.546435159796548,36.55,16.00356484020345,43.78540311957168
2021-01-01 08:00:00,20.506642830334723,36.55,16.043357169665274,43.8942740620117
2021-01-01 09:00:00,20.036996106677528,36.55,16.51300389332247,45.17921721839253
2021-01-01 10:00:00,19.016432638134216,37.55,18.53356736186578,49.35703691575441
2021-01-01 11:00:00,19.689335189771374,37.55,17.860664810228624,47.565019467985685
2021-01-01 12:00:00,20.632769349999272,37.55,16.917230650000725,45.05254500665972
2021-01-01 13:00:00,23.530416745110784,37.55,14.019583254889213,37.33577431395263
2021-01-01 14:00:00,24.56079466536399,36.6,12.039205334636012,32.89400364654648
2021-01-01 15:00:00,21.505142537849334,35.5,13.994857462150666,39.422133696199054
2021-01-01 16:00:00,24.347410981455333,36.0,11.652589018544667,32.36830282929074
2021-01-01 17:00:00,31.298462603696585,38.5,7.201537396303415,18.705291938450426
2021-01-01 18:00:00,38.9707180899095,52.01,13.039281910090502,25.070720842319748
2021-01-01 19:00:00,43.0906296395103,55.16,12.0693703604897,21.880656926195975
2021-01-01 20:00:00,45.11656048970931,57.4,12.283439510290691,21.399720401203297
2021-01-01 21:00:00,44.62095652029047,53.86,9.23904347970953,17.153812624785612
2021-01-01 22:00:00,43.30315413779895,53.45,10.146845862201054,18.983808909637144
2021-01-01 23:00:00,36.76957197646894,49.72,12.95042802353106,26.046717665991675
2021-01-02 00:00:00,41.60421817668197,46.69,5.08578182331803,10.892657578320904
2021-01-02 01:00:00,36.55278308861657,42.43,5.877216911383428,13.851560007974143
2021-01-02 02:00:00,33.344220038643876,40.1,6.755779961356126,16.847331574454177
2021-01-02 03:00:00,28.753157308704616,39.11,10.356842691295384,26.48131600944869
2021-01-02 04:00:00,26.829045689415835,37.55,10.720954310584162,28.551143303819345
2021-01-02 05:00:00,28.252155646271643,37.7,9.44784435372836,25.060595102727746
2021-01-02 06:00:00,32.941126623637224,39.6,6.658873376362777,16.81533680899691
2021-01-02 07:00:00,34.95581897911345,43.34,8.384181020886551,19.345133873757614
2021-01-02 08:00:00,39.90595848877298,48.45,8.544041511227022,17.634760601087763
2021-01-02 09:00:00,43.50911625996951,51.6,8.090883740030492,15.680007248121107
2021-01-02 10:00:00,43.94402636844393,52.0,8.055973631556071,15.492256983761676
2021-01-02 11:00:00,42.71517923218611,51.25,8.53482076781389,16.653308815246614
2021-01-02 12:00:00,41.08851937696032,50.56,9.471480623039682,18.733149966455066
2021-01-02 13:00:00,40.70671475350751,50.57,9.863285246492488,19.50422235810261
2021-01-02 14:00:00,40.77118791521879,50.57,9.798812084781211,19.376729453789228
2021-01-02 15:00:00,39.25667155445322,48.45,9.193328445546783,18.974878112583657
2021-01-02 16:00:00,41.25254509346215,50.25,8.997454906537847,17.90538289858278
2021-01-02 17:00:00,46.95848208968615,54.23,7.271517910313847,13.408662936223212
2021-01-02 18:00:00,52.51152792834418,58.65,6.138472071655819,10.466278042038908
2021-01-02 19:00:00,53.25011947849154,60.43,7.1798805215084585,11.881318089539066
2021-01-02 20:00:00,54.25822669772751,60.03,5.771773302272493,9.614814763072618
2021-01-02 21:00:00,52.5668638173705,55.03,2.4631361826294977,4.4759879749763725
2021-01-02 22:00:00,51.599825067243984,52.25,0.6501749327560162,1.2443539382890263
2021-01-02 23:00:00,48.73184662839677,48.45,0.2818466283967638,0.5817267871966229
2021-01-03 00:00:00,47.50218984989234,46.11,1.3921898498923397,3.019279657107655
2021-01-03 01:00:00,42.48866542919352,43.0,0.5113345708064827,1.189150164666239
2021-01-03 02:00:00,38.83023588264322,39.55,0.7197641173567746,1.81988398825986
2021-01-03 03:00:00,37.542712108251344,37.44,0.10271210825134602,0.27433789597047553
2021-01-03 04:00:00,37.37223133121765,35.64,1.7322313312176476,4.86035727053212
2021-01-03 05:00:00,38.07493334845338,35.5,2.574933348453378,7.253333375925008
2021-01-03 06:00:00,39.17814383567623,36.14,3.0381438356762303,8.406596114212036
2021-01-03 07:00:00,41.33815134651529,36.97,4.36815134651529,11.815394499635625
2021-01-03 08:00:00,44.82414938203863,38.92,5.904149382038625,15.169962441003662
2021-01-03 09:00:00,47.564454733064395,44.49,3.0744547330643925,6.910439948447723
2021-01-03 10:00:00,50.408752237974774,49.0,1.408752237974774,2.875004567295457
2021-01-03 11:00:00,50.4111149300619,50.3,0.11111493006190187,0.22090443352266775
2021-01-03 12:00:00,49.68498642493006,48.0,1.6849864249300595,3.510388385270957
2021-01-03 13:00:00,49.397598761826785,46.64,2.7575987618267845,5.912518786078012
2021-01-03 14:00:00,49.47944172103129,44.01,5.469441721031295,12.427724883052251
