Fecha,Pred,Real,MAE,MAPE
2021-04-12 03:00:00,40.76177250831973,49.6,8.838227491680271,17.819007039677967
2021-04-12 04:00:00,42.22942796693543,49.7,7.47057203306457,15.031332058480022
2021-04-12 05:00:00,42.82675986856556,52.7,9.873240131434443,18.7348010084145
2021-04-12 06:00:00,49.850305216197505,60.02,10.169694783802498,16.943843358551312
2021-04-12 07:00:00,54.39044716513205,70.43,16.039552834867955,22.773751007905656
2021-04-12 08:00:00,57.612908798417465,71.29,13.677091201582542,19.185146867137803
2021-04-12 09:00:00,57.0127831000791,69.68,12.66721689992091,18.179128731229778
2021-04-12 10:00:00,54.90110036456957,63.26,8.358899635430426,13.213562496728462
2021-04-12 11:00:00,52.70514188065245,60.02,7.314858119347555,12.187367742998259
2021-04-12 12:00:00,52.712467602538844,62.0,9.287532397461156,14.979890963647028
2021-04-12 13:00:00,50.28235820671176,62.0,11.717641793288237,18.89942224723909
2021-04-12 14:00:00,48.31878763996921,61.16,12.841212360030788,20.99609607591692
2021-04-12 15:00:00,44.41335077008361,58.97,14.556649229916388,24.684838443134456
2021-04-12 16:00:00,44.130353495168265,58.02,13.889646504831738,23.939411418186378
2021-04-12 17:00:00,44.71550109179548,61.07,16.35449890820452,26.77992288882351
2021-04-12 18:00:00,50.85794738301797,66.0,15.142052616982028,22.942503965124285
2021-04-12 19:00:00,60.499119177158576,72.05,11.550880822841421,16.031756867233064
2021-04-12 20:00:00,68.44485927433591,78.74,10.295140725664083,13.07485487130313
2021-04-12 21:00:00,72.69619977106748,78.0,5.303800228932516,6.799743883246816
2021-04-12 22:00:00,67.92271949232804,72.94,5.0172805076719555,6.878640674077263
2021-04-12 23:00:00,62.80104314320113,71.43,8.62895685679888,12.080297993558558
2021-04-13 00:00:00,65.21828414297818,76.48,11.261715857021827,14.725046884181259
2021-04-13 01:00:00,60.76572280741511,72.07,11.304277192584884,15.685135552358659
2021-04-13 02:00:00,59.25205534751395,69.14,9.887944652486048,14.30133736257745
2021-04-13 03:00:00,58.35453818025806,68.99,10.635461819741934,15.41594697744881
2021-04-13 04:00:00,58.05694483547937,66.0,7.943055164520629,12.034932067455498
2021-04-13 05:00:00,60.899953799033376,71.73,10.830046200966628,15.0983496458478
2021-04-13 06:00:00,68.1231951747899,77.18,9.056804825210108,11.734652533311877
2021-04-13 07:00:00,75.84703093702022,80.52,4.672969062979774,5.803488652483575
2021-04-13 08:00:00,79.23558099014778,87.83,8.594419009852217,9.78528863697167
2021-04-13 09:00:00,77.04771147082599,86.0,8.952288529174012,10.409637824620944
2021-04-13 10:00:00,73.24573918314603,80.85,7.604260816853966,9.405393712868234
2021-04-13 11:00:00,69.803969540174,78.51,8.70603045982601,11.089072041556502
2021-04-13 12:00:00,67.77707696128704,78.0,10.222923038712963,13.106311588093542
2021-04-13 13:00:00,66.55567090561365,72.0,5.444329094386347,7.561568186647705
2021-04-13 14:00:00,63.467620245137994,66.0,2.5323797548620064,3.836939022518192
2021-04-13 15:00:00,61.13676751606388,62.36,1.2232324839361226,1.961565881873192
2021-04-13 16:00:00,59.606236475534665,62.36,2.7537635244653345,4.415913284902717
2021-04-13 17:00:00,62.83575897019206,65.97,3.1342410298079386,4.751009594979443
