,Predicciones,Reales
2021-01-24 06:00:00,13.718600000000006,8.67
2021-01-24 07:00:00,17.443066666666667,13.99
2021-01-24 08:00:00,20.873866666666675,19.05
2021-01-24 09:00:00,25.518933333333333,26.05
2021-01-24 10:00:00,26.975799999999985,30.0
2021-01-24 11:00:00,25.208266666666653,29.8
2021-01-24 12:00:00,20.92180000000001,29.05
2021-01-24 13:00:00,21.46286666666667,29.6
2021-01-24 14:00:00,21.233933333333333,29.8
2021-01-24 15:00:00,20.277733333333344,29.4
2021-01-24 16:00:00,25.00699999999999,29.8
2021-01-24 17:00:00,32.69459999999997,43.05
2021-01-24 18:00:00,37.19866666666666,52.87
2021-01-24 19:00:00,48.28019999999997,57.33
2021-01-24 20:00:00,49.141133333333364,59.26
2021-01-24 21:00:00,48.51880000000002,55.76
2021-01-24 22:00:00,48.48699999999999,53.93
2021-01-24 23:00:00,37.689333333333344,47.89
2021-01-25 00:00:00,39.3237333333333,46.62
2021-01-25 01:00:00,35.047066666666666,43.09
2021-01-25 02:00:00,31.956933333333332,36.6
2021-01-25 03:00:00,30.4256,32.4
2021-01-25 04:00:00,31.926533333333335,32.14
2021-01-25 05:00:00,34.8188,36.6
2021-01-25 06:00:00,39.17613333333331,51.23
2021-01-25 07:00:00,48.780666666666626,59.74
2021-01-25 08:00:00,49.883399999999995,72.03
2021-01-25 09:00:00,50.1636,75.04
2021-01-25 10:00:00,50.06173333333334,74.95
2021-01-25 11:00:00,49.92073333333334,70.53
2021-01-25 12:00:00,49.26366666666666,69.02
2021-01-25 13:00:00,49.240666666666655,67.0
2021-01-25 14:00:00,48.877933333333324,63.24
2021-01-25 15:00:00,48.46646666666664,61.58
2021-01-25 16:00:00,48.65759999999998,64.83
2021-01-25 17:00:00,50.72480000000001,69.29
2021-01-25 18:00:00,58.794533333333334,73.88
2021-01-25 19:00:00,61.22873333333333,74.86
2021-01-25 20:00:00,62.47540000000001,70.22
2021-01-25 21:00:00,61.293333333333344,68.25
2021-01-25 22:00:00,57.67409999999996,58.4
2021-01-25 23:00:00,52.06213333333336,54.5
2021-01-26 00:00:00,52.974066666666666,57.69
2021-01-26 01:00:00,51.679933333333345,52.56
2021-01-26 02:00:00,40.29173333333334,51.41
2021-01-26 03:00:00,39.11946666666666,48.8
2021-01-26 04:00:00,39.22219999999998,48.6
2021-01-26 05:00:00,50.79886666666667,51.42
2021-01-26 06:00:00,58.02906666666667,59.53
2021-01-26 07:00:00,67.1999333333333,69.05
2021-01-26 08:00:00,74.98399999999997,73.95
2021-01-26 09:00:00,78.44293333333334,79.68
2021-01-26 10:00:00,77.91306666666664,73.91
2021-01-26 11:00:00,72.375,72.0
2021-01-26 12:00:00,70.2346,70.0
2021-01-26 13:00:00,69.82673333333331,68.74
2021-01-26 14:00:00,68.24646666666665,68.09
2021-01-26 15:00:00,67.42279999999997,68.15
2021-01-26 16:00:00,67.95093333333332,68.75
2021-01-26 17:00:00,69.80026666666663,73.73
2021-01-26 18:00:00,76.35966666666666,82.04
2021-01-26 19:00:00,80.85666666666668,75.5
2021-01-26 20:00:00,74.24999999999997,74.61
2021-01-26 21:00:00,70.5602,71.27
2021-01-26 22:00:00,66.20586666666667,66.83
2021-01-26 23:00:00,61.199866666666665,57.16
2021-01-27 00:00:00,51.08779999999997,49.24
2021-01-27 01:00:00,45.87833333333331,44.97
2021-01-27 02:00:00,41.690133333333314,43.32
2021-01-27 03:00:00,36.87786666666666,42.04
2021-01-27 04:00:00,36.476533333333336,42.27
2021-01-27 05:00:00,42.842399999999984,44.93
2021-01-27 06:00:00,50.19613333333333,51.25
2021-01-27 07:00:00,58.31546666666669,65.43
2021-01-27 08:00:00,66.89793333333334,67.38
2021-01-27 09:00:00,69.6455333333333,70.67
2021-01-27 10:00:00,66.51886666666665,68.2
2021-01-27 11:00:00,62.495533333333306,67.58
2021-01-27 12:00:00,58.01479999999997,65.78
2021-01-27 13:00:00,57.08966666666667,64.28
2021-01-27 14:00:00,55.42979999999999,62.97
2021-01-27 15:00:00,53.61139999999998,63.65
2021-01-27 16:00:00,54.96726666666665,65.9
2021-01-27 17:00:00,60.00293333333329,68.17
2021-01-27 18:00:00,68.95273333333333,70.48
2021-01-27 19:00:00,70.20419999999999,70.6
2021-01-27 20:00:00,69.95339999999997,67.33
2021-01-27 21:00:00,66.65893333333328,64.94
2021-01-27 22:00:00,58.04093333333333,60.64
2021-01-27 23:00:00,52.59093333333333,52.56
2021-01-28 00:00:00,41.67593333333337,46.87
2021-01-28 01:00:00,36.843266666666665,44.93
2021-01-28 02:00:00,33.70199999999999,43.83
2021-01-28 03:00:00,32.37506666666665,42.4
2021-01-28 04:00:00,32.231533333333324,43.64
2021-01-28 05:00:00,35.00606666666667,44.41
2021-01-28 06:00:00,45.041000000000025,53.14
2021-01-28 07:00:00,59.084533333333326,63.26
2021-01-28 08:00:00,61.94286666666665,65.41
2021-01-28 09:00:00,63.437,66.1
2021-01-28 10:00:00,62.10073333333332,64.98
2021-01-28 11:00:00,61.485666666666646,64.0
2021-01-28 12:00:00,60.02553333333334,60.74
2021-01-28 13:00:00,57.43573333333336,59.31
2021-01-28 14:00:00,54.875533333333344,56.35
2021-01-28 15:00:00,54.60520000000003,53.2
2021-01-28 16:00:00,57.50200000000003,55.03
2021-01-28 17:00:00,60.99486666666667,60.49
2021-01-28 18:00:00,62.85,63.33
2021-01-28 19:00:00,63.9622,63.74
2021-01-28 20:00:00,62.032266666666644,59.68
2021-01-28 21:00:00,59.76313333333335,58.0
2021-01-28 22:00:00,52.95793333333336,51.02
2021-01-28 23:00:00,44.65440000000003,45.51
2021-01-29 00:00:00,42.17886666666669,42.71
2021-01-29 01:00:00,39.38926666666668,38.25
2021-01-29 02:00:00,37.556,33.66
2021-01-29 03:00:00,37.216733333333345,29.99
2021-01-29 04:00:00,37.427800000000005,29.0
2021-01-29 05:00:00,38.306533333333334,33.0
2021-01-29 06:00:00,46.24173333333334,45.0
2021-01-29 07:00:00,56.14813333333334,55.34
2021-01-29 08:00:00,59.52313333333334,58.6
2021-01-29 09:00:00,60.12026666666667,58.89
2021-01-29 10:00:00,58.49053333333333,56.87
2021-01-29 11:00:00,57.38780000000001,54.67
2021-01-29 12:00:00,54.35706666666666,53.2
2021-01-29 13:00:00,53.57146666666666,49.01
2021-01-29 14:00:00,49.57786666666667,45.33
2021-01-29 15:00:00,48.70346666666668,44.85
2021-01-29 16:00:00,49.405533333333345,48.85
2021-01-29 17:00:00,53.1688,54.68
2021-01-29 18:00:00,58.85719999999998,60.79
2021-01-29 19:00:00,59.42419999999999,59.38
2021-01-29 20:00:00,56.286733333333295,54.34
2021-01-29 21:00:00,54.19306666666668,50.03
2021-01-29 22:00:00,47.97666666666666,45.9
2021-01-29 23:00:00,40.31100000000001,35.0
2021-01-30 00:00:00,31.457033333333325,12.97
2021-01-30 01:00:00,25.598866666666673,5.1
2021-01-30 02:00:00,21.154133333333334,2.4
2021-01-30 03:00:00,16.7922,1.95
2021-01-30 04:00:00,16.21886666666667,1.95
2021-01-30 05:00:00,16.14513333333334,1.95
2021-01-30 06:00:00,18.95220000000001,1.95
2021-01-30 07:00:00,30.492600000000028,1.95
2021-01-30 08:00:00,30.72480000000003,1.95
2021-01-30 09:00:00,29.92293333333336,4.0
2021-01-30 10:00:00,30.2014666666667,5.1
2021-01-30 11:00:00,29.224333333333362,1.95
2021-01-30 12:00:00,29.165333333333354,1.95
2021-01-30 13:00:00,22.44686666666667,1.95
2021-01-30 14:00:00,19.515066666666673,1.95
2021-01-30 15:00:00,19.353066666666678,1.95
2021-01-30 16:00:00,21.931600000000003,1.95
2021-01-30 17:00:00,29.20346666666669,1.95
2021-01-30 18:00:00,32.331266666666714,5.1
2021-01-30 19:00:00,31.05140000000003,8.4
2021-01-30 20:00:00,29.744133333333377,14.0
2021-01-30 21:00:00,28.895600000000012,10.99
2021-01-30 22:00:00,24.574933333333348,5.1
2021-01-30 23:00:00,19.85226666666668,1.95
2021-01-31 00:00:00,8.298733333333336,1.95
2021-01-31 01:00:00,7.081333333333337,1.9
2021-01-31 02:00:00,6.482933333333336,1.0
2021-01-31 03:00:00,5.505599999999999,0.16
2021-01-31 04:00:00,5.270066666666665,0.16
2021-01-31 05:00:00,5.547599999999997,0.16
2021-01-31 06:00:00,6.399933333333333,0.16
2021-01-31 07:00:00,6.666733333333336,0.16
2021-01-31 08:00:00,6.823066666666669,0.16
2021-01-31 09:00:00,8.333200000000001,1.0
2021-01-31 10:00:00,9.661200000000001,1.95
2021-01-31 11:00:00,9.566266666666671,1.95
2021-01-31 12:00:00,9.170666666666671,1.95
2021-01-31 13:00:00,9.597200000000004,1.95
2021-01-31 14:00:00,9.54526666666667,1.95
2021-01-31 15:00:00,8.38506666666667,1.94
2021-01-31 16:00:00,8.472800000000003,1.9
2021-01-31 17:00:00,10.085600000000003,1.95
2021-01-31 18:00:00,12.113199999999997,1.95
2021-01-31 19:00:00,15.5646,1.95
2021-01-31 20:00:00,16.2088,1.96
2021-01-31 21:00:00,15.7212,1.96
2021-01-31 22:00:00,15.070266666666667,1.95
2021-01-31 23:00:00,11.585199999999995,1.95
2021-02-01 00:00:00,2.1829999999999967,1.94
2021-02-01 01:00:00,2.003599999999999,0.56
2021-02-01 02:00:00,2.3900666666666677,0.16
2021-02-01 03:00:00,2.429733333333333,0.16
2021-02-01 04:00:00,2.3054,0.16
2021-02-01 05:00:00,2.153466666666667,1.59
2021-02-01 06:00:00,3.3252666666666637,1.95
2021-02-01 07:00:00,4.755266666666671,5.98
2021-02-01 08:00:00,14.069799999999995,17.56
2021-02-01 09:00:00,14.39626666666666,23.05
2021-02-01 10:00:00,10.970866666666673,18.15
2021-02-01 11:00:00,7.27740000000001,10.33
2021-02-01 12:00:00,5.483200000000006,5.02
2021-02-01 13:00:00,4.750133333333335,3.5
2021-02-01 14:00:00,3.254466666666661,1.95
2021-02-01 15:00:00,3.203399999999995,3.5
2021-02-01 16:00:00,3.2863999999999947,6.5
2021-02-01 17:00:00,5.80966666666667,10.67
2021-02-01 18:00:00,14.352266666666667,25.0
2021-02-01 19:00:00,16.89113333333333,36.6
2021-02-01 20:00:00,21.447066666666647,39.3
2021-02-01 21:00:00,16.726799999999997,36.21
2021-02-01 22:00:00,14.291333333333332,23.15
2021-02-01 23:00:00,6.332200000000005,12.55
2021-02-02 00:00:00,29.229533333333322,10.25
2021-02-02 01:00:00,26.42613333333333,8.5
2021-02-02 02:00:00,25.702133333333336,6.1
2021-02-02 03:00:00,23.972533333333338,3.19
2021-02-02 04:00:00,25.727200000000003,3.19
2021-02-02 05:00:00,27.38306666666666,5.7
2021-02-02 06:00:00,36.105,8.98
2021-02-02 07:00:00,43.32846666666672,28.79
2021-02-02 08:00:00,51.0597333333333,36.84
2021-02-02 09:00:00,51.44866666666663,39.01
2021-02-02 10:00:00,50.9005333333333,37.8
2021-02-02 11:00:00,49.76839999999997,36.53
2021-02-02 12:00:00,46.419200000000004,35.4
2021-02-02 13:00:00,46.82386666666666,35.1
2021-02-02 14:00:00,45.61066666666667,31.05
2021-02-02 15:00:00,43.637800000000034,29.39
2021-02-02 16:00:00,44.92500000000002,31.05
2021-02-02 17:00:00,50.47773333333329,34.0
2021-02-02 18:00:00,51.762799999999984,37.62
2021-02-02 19:00:00,49.51366666666669,47.0
2021-02-02 20:00:00,49.73133333333335,47.0
2021-02-02 21:00:00,47.57019999999997,37.62
2021-02-02 22:00:00,44.883200000000016,27.99
2021-02-02 23:00:00,39.1466,14.0
2021-02-03 00:00:00,34.7709,20.6
2021-02-03 01:00:00,33.0318333333333,18.3
2021-02-03 02:00:00,27.940533333333335,8.67
2021-02-03 03:00:00,27.132133333333336,7.96
2021-02-03 04:00:00,26.916133333333335,6.4
2021-02-03 05:00:00,31.097366666666634,12.14
2021-02-03 06:00:00,38.16596666666666,20.94
2021-02-03 07:00:00,42.00053333333337,37.5
2021-02-03 08:00:00,45.1785333333333,43.09
2021-02-03 09:00:00,45.877599999999966,46.5
2021-02-03 10:00:00,45.24453333333331,47.51
2021-02-03 11:00:00,44.842199999999984,45.51
2021-02-03 12:00:00,43.94793333333331,44.15
2021-02-03 13:00:00,43.299199999999985,46.05
2021-02-03 14:00:00,41.70626666666668,43.09
2021-02-03 15:00:00,42.02966666666667,41.15
2021-02-03 16:00:00,44.75853333333333,42.01
2021-02-03 17:00:00,48.10206666666667,48.01
2021-02-03 18:00:00,49.27573333333335,53.25
2021-02-03 19:00:00,52.046933333333335,53.2
2021-02-03 20:00:00,52.43373333333334,53.23
2021-02-03 21:00:00,51.34606666666668,49.2
2021-02-03 22:00:00,47.17959999999999,43.52
2021-02-03 23:00:00,45.868866666666655,38.32
2021-02-04 00:00:00,43.3449333333333,37.35
2021-02-04 01:00:00,38.37796666666666,35.49
2021-02-04 02:00:00,36.88016666666667,34.58
2021-02-04 03:00:00,36.720166666666685,33.5
2021-02-04 04:00:00,36.119466666666675,35.2
2021-02-04 05:00:00,42.43766666666662,39.37
2021-02-04 06:00:00,45.95679999999998,48.32
2021-02-04 07:00:00,51.31233333333333,57.15
2021-02-04 08:00:00,51.67993333333332,59.19
2021-02-04 09:00:00,52.55479999999995,60.0
2021-02-04 10:00:00,52.42679999999996,59.18
2021-02-04 11:00:00,52.222266666666634,56.54
2021-02-04 12:00:00,51.836933333333306,56.09
2021-02-04 13:00:00,51.863599999999956,55.69
2021-02-04 14:00:00,51.15106666666666,56.56
2021-02-04 15:00:00,49.2206,58.15
2021-02-04 16:00:00,49.23233333333335,59.42
2021-02-04 17:00:00,51.26386666666665,61.16
2021-02-04 18:00:00,53.23993333333332,66.05
2021-02-04 19:00:00,53.79706666666667,67.51
2021-02-04 20:00:00,54.13206666666667,59.39
2021-02-04 21:00:00,52.00133333333329,56.09
2021-02-04 22:00:00,50.16726666666667,52.7
2021-02-04 23:00:00,46.166000000000004,48.05
2021-02-05 00:00:00,47.322466666666664,45.57
2021-02-05 01:00:00,43.86446666666667,44.01
2021-02-05 02:00:00,41.79306666666668,42.24
2021-02-05 03:00:00,38.529533333333326,41.2
2021-02-05 04:00:00,39.57519999999998,40.52
2021-02-05 05:00:00,41.100533333333324,43.36
2021-02-05 06:00:00,44.860599999999984,50.43
2021-02-05 07:00:00,51.018199999999986,58.65
2021-02-05 08:00:00,55.73093333333333,61.61
2021-02-05 09:00:00,55.494799999999984,61.03
2021-02-05 10:00:00,51.22713333333332,59.54
2021-02-05 11:00:00,50.4796,58.54
2021-02-05 12:00:00,49.45693333333333,57.15
2021-02-05 13:00:00,48.644999999999996,54.51
2021-02-05 14:00:00,47.985666666666674,50.0
2021-02-05 15:00:00,46.46626666666668,48.0
2021-02-05 16:00:00,46.6836,48.05
2021-02-05 17:00:00,48.02799999999998,49.0
2021-02-05 18:00:00,53.130399999999995,56.61
2021-02-05 19:00:00,55.10993333333333,57.46
2021-02-05 20:00:00,51.15553333333333,51.94
2021-02-05 21:00:00,50.69926666666668,49.89
2021-02-05 22:00:00,47.902400000000014,48.49
2021-02-05 23:00:00,43.30393333333332,45.99
2021-02-06 00:00:00,42.82153333333333,44.05
2021-02-06 01:00:00,40.457666666666675,38.5
2021-02-06 02:00:00,37.18859999999997,37.5
2021-02-06 03:00:00,35.949799999999975,35.08
2021-02-06 04:00:00,36.31459999999997,33.46
2021-02-06 05:00:00,36.65206666666662,32.11
2021-02-06 06:00:00,39.41786666666667,34.5
2021-02-06 07:00:00,41.60480000000002,34.74
2021-02-06 08:00:00,45.50946666666668,35.7
2021-02-06 09:00:00,47.3072,37.5
2021-02-06 10:00:00,47.65793333333333,38.05
2021-02-06 11:00:00,46.709,37.5
2021-02-06 12:00:00,45.91293333333335,37.5
2021-02-06 13:00:00,45.952200000000005,39.77
2021-02-06 14:00:00,44.682866666666676,37.5
2021-02-06 15:00:00,39.68246666666664,33.95
2021-02-06 16:00:00,39.60079999999998,33.6
2021-02-06 17:00:00,40.65073333333332,35.09
2021-02-06 18:00:00,45.444399999999995,41.54
2021-02-06 19:00:00,48.831199999999995,42.98
2021-02-06 20:00:00,48.353199999999994,37.65
2021-02-06 21:00:00,48.01473333333336,31.05
2021-02-06 22:00:00,45.39153333333333,28.66
2021-02-06 23:00:00,43.87966666666667,26.4
2021-02-07 00:00:00,31.133333333333333,18.05
2021-02-07 01:00:00,29.289533333333342,14.0
2021-02-07 02:00:00,28.463400000000007,1.95
2021-02-07 03:00:00,27.726600000000012,0.2
2021-02-07 04:00:00,27.01126666666669,0.16
2021-02-07 05:00:00,26.788266666666676,0.16
2021-02-07 06:00:00,28.87906666666667,0.2
2021-02-07 07:00:00,29.133599999999994,1.95
2021-02-07 08:00:00,28.92046666666667,9.0
2021-02-07 09:00:00,28.906133333333333,16.68
2021-02-07 10:00:00,29.482266666666675,20.0
2021-02-07 11:00:00,29.72446666666666,16.68
2021-02-07 12:00:00,28.57366666666665,14.05
2021-02-07 13:00:00,28.488066666666647,15.09
2021-02-07 14:00:00,27.09533333333334,15.0
2021-02-07 15:00:00,22.785933333333343,5.54
2021-02-07 16:00:00,23.353533333333345,5.54
2021-02-07 17:00:00,26.994999999999994,14.05
2021-02-07 18:00:00,30.099266666666676,21.79
2021-02-07 19:00:00,32.08126666666666,25.4
2021-02-07 20:00:00,39.511799999999994,27.0
2021-02-07 21:00:00,39.71753333333334,25.4
2021-02-07 22:00:00,35.22586666666666,20.0
2021-02-07 23:00:00,30.383,14.05
2021-02-08 00:00:00,13.306066666666666,1.95
2021-02-08 01:00:00,12.021400000000005,1.95
2021-02-08 02:00:00,9.163400000000005,1.95
2021-02-08 03:00:00,8.696600000000005,1.34
2021-02-08 04:00:00,8.656266666666674,1.29
2021-02-08 05:00:00,9.783066666666675,1.95
2021-02-08 06:00:00,13.332266666666676,1.95
2021-02-08 07:00:00,23.248233333333346,8.04
2021-02-08 08:00:00,25.545400000000026,20.59
2021-02-08 09:00:00,29.4022,21.43
2021-02-08 10:00:00,26.734933333333352,11.51
2021-02-08 11:00:00,24.859033333333343,7.0
2021-02-08 12:00:00,17.886200000000006,5.83
2021-02-08 13:00:00,16.950800000000005,3.5
2021-02-08 14:00:00,15.616533333333336,1.95
2021-02-08 15:00:00,14.449200000000006,1.95
2021-02-08 16:00:00,14.804733333333342,1.95
2021-02-08 17:00:00,17.04326666666667,5.02
2021-02-08 18:00:00,23.88863333333335,8.08
2021-02-08 19:00:00,31.20206666666668,22.48
2021-02-08 20:00:00,32.907733333333375,25.26
2021-02-08 21:00:00,30.40773333333335,22.48
2021-02-08 22:00:00,23.395966666666684,12.49
2021-02-08 23:00:00,15.433133333333341,7.18
2021-02-09 00:00:00,7.730733333333332,1.95
2021-02-09 01:00:00,6.570400000000001,1.95
2021-02-09 02:00:00,4.452266666666667,1.5
2021-02-09 03:00:00,4.373666666666666,1.1
2021-02-09 04:00:00,4.813999999999999,1.56
2021-02-09 05:00:00,6.1858666666666675,1.95
2021-02-09 06:00:00,8.622333333333328,1.95
2021-02-09 07:00:00,20.14700000000001,7.6
2021-02-09 08:00:00,24.70293333333336,12.34
2021-02-09 09:00:00,26.33326666666671,12.67
2021-02-09 10:00:00,22.89320000000002,10.44
2021-02-09 11:00:00,19.758000000000013,9.48
2021-02-09 12:00:00,18.420133333333347,7.98
2021-02-09 13:00:00,18.28320000000001,8.34
2021-02-09 14:00:00,18.090600000000006,6.23
2021-02-09 15:00:00,17.176,6.95
2021-02-09 16:00:00,17.24566666666666,7.0
2021-02-09 17:00:00,19.507466666666666,8.0
2021-02-09 18:00:00,20.85413333333334,10.5
2021-02-09 19:00:00,27.118200000000044,14.0
2021-02-09 20:00:00,28.434800000000056,15.11
2021-02-09 21:00:00,26.08473333333337,12.66
2021-02-09 22:00:00,19.02886666666666,7.28
2021-02-09 23:00:00,10.213533333333329,1.96
2021-02-10 00:00:00,3.328066666666663,8.0
2021-02-10 01:00:00,2.4248666666666643,1.95
2021-02-10 02:00:00,2.235133333333332,1.95
2021-02-10 03:00:00,2.1643999999999988,1.95
2021-02-10 04:00:00,2.1783999999999994,1.95
2021-02-10 05:00:00,2.440999999999997,1.95
2021-02-10 06:00:00,3.493799999999996,1.95
2021-02-10 07:00:00,12.765666666666661,14.0
2021-02-10 08:00:00,16.48966666666667,27.04
2021-02-10 09:00:00,15.645666666666669,25.39
2021-02-10 10:00:00,13.572266666666666,26.0
2021-02-10 11:00:00,12.900733333333328,22.19
2021-02-10 12:00:00,12.259799999999995,17.39
2021-02-10 13:00:00,12.806733333333325,20.0
2021-02-10 14:00:00,12.535599999999999,14.4
2021-02-10 15:00:00,12.297933333333333,14.4
2021-02-10 16:00:00,13.607866666666663,24.0
2021-02-10 17:00:00,19.55353333333334,30.88
2021-02-10 18:00:00,19.772199999999998,58.6
2021-02-10 19:00:00,20.41893333333334,80.0
2021-02-10 20:00:00,20.280333333333342,73.26
2021-02-10 21:00:00,20.867600000000007,64.19
2021-02-10 22:00:00,20.72873333333334,60.29
2021-02-10 23:00:00,21.230866666666675,38.5
2021-02-11 00:00:00,41.45779999999999,49.0
2021-02-11 01:00:00,33.35526666666665,24.3
2021-02-11 02:00:00,28.648066666666672,14.0
2021-02-11 03:00:00,27.659866666666662,9.43
2021-02-11 04:00:00,28.052666666666656,3.84
2021-02-11 05:00:00,30.502333333333322,12.24
2021-02-11 06:00:00,38.97186666666665,35.23
2021-02-11 07:00:00,56.9934666666666,57.3
2021-02-11 08:00:00,61.66793333333334,60.21
2021-02-11 09:00:00,61.88606666666669,60.94
2021-02-11 10:00:00,61.650999999999996,60.13
2021-02-11 11:00:00,59.898266666666665,57.3
2021-02-11 12:00:00,56.75186666666662,55.0
2021-02-11 13:00:00,58.198133333333296,55.0
2021-02-11 14:00:00,56.81113333333326,51.0
2021-02-11 15:00:00,56.61959999999994,53.73
2021-02-11 16:00:00,59.81459999999999,55.27
2021-02-11 17:00:00,61.4184,59.94
2021-02-11 18:00:00,63.853533333333324,61.48
2021-02-11 19:00:00,75.99260000000002,72.4
2021-02-11 20:00:00,72.91100000000002,71.8
2021-02-11 21:00:00,63.74046666666664,62.27
2021-02-11 22:00:00,54.638733333333306,58.78
2021-02-11 23:00:00,46.64646666666669,51.52
2021-02-12 00:00:00,47.356666666666676,32.12
2021-02-12 01:00:00,32.61213333333333,24.0
2021-02-12 02:00:00,27.793533333333325,15.99
2021-02-12 03:00:00,21.28919999999999,10.25
2021-02-12 04:00:00,20.19066666666666,10.25
2021-02-12 05:00:00,29.558999999999997,15.99
2021-02-12 06:00:00,45.95686666666668,26.58
2021-02-12 07:00:00,57.621666666666655,51.52
2021-02-12 08:00:00,59.86006666666668,55.0
2021-02-12 09:00:00,59.91566666666666,55.75
2021-02-12 10:00:00,58.56373333333335,53.0
2021-02-12 11:00:00,52.33286666666666,47.73
2021-02-12 12:00:00,49.905666666666654,38.69
2021-02-12 13:00:00,49.14473333333334,32.12
2021-02-12 14:00:00,47.37600000000001,26.3
2021-02-12 15:00:00,44.98733333333333,14.0
2021-02-12 16:00:00,45.74053333333333,16.2
2021-02-12 17:00:00,48.22240000000004,31.62
2021-02-12 18:00:00,53.25213333333331,51.69
2021-02-12 19:00:00,65.57126666666665,57.69
2021-02-12 20:00:00,65.57446666666662,61.01
2021-02-12 21:00:00,59.59846666666666,59.31
2021-02-12 22:00:00,55.24040000000002,54.56
2021-02-12 23:00:00,49.49706666666666,45.09
2021-02-13 00:00:00,31.785099999999996,27.99
2021-02-13 01:00:00,20.98469999999997,21.56
2021-02-13 02:00:00,15.648299999999999,13.95
2021-02-13 03:00:00,14.5475,11.35
2021-02-13 04:00:00,13.432999999999995,10.0
2021-02-13 05:00:00,14.476033333333332,13.3
2021-02-13 06:00:00,17.453033333333337,15.99
2021-02-13 07:00:00,38.49356666666669,23.0
2021-02-13 08:00:00,41.11393333333335,33.5
2021-02-13 09:00:00,46.453333333333326,40.69
2021-02-13 10:00:00,46.828533333333354,45.0
2021-02-13 11:00:00,43.075066666666665,42.51
2021-02-13 12:00:00,42.41916666666666,39.44
2021-02-13 13:00:00,45.11119999999997,40.69
2021-02-13 14:00:00,44.97293333333333,39.69
2021-02-13 15:00:00,36.76470000000001,34.5
2021-02-13 16:00:00,36.559366666666676,35.5
2021-02-13 17:00:00,48.848866666666645,46.02
2021-02-13 18:00:00,49.632266666666666,56.87
2021-02-13 19:00:00,55.65706666666667,69.0
2021-02-13 20:00:00,56.162800000000026,63.26
2021-02-13 21:00:00,54.89600000000004,57.67
2021-02-13 22:00:00,50.26393333333335,53.58
2021-02-13 23:00:00,46.733533333333334,50.55
2021-02-14 00:00:00,49.192833333333326,32.0
2021-02-14 01:00:00,35.77666666666665,25.29
2021-02-14 02:00:00,28.144199999999994,18.69
2021-02-14 03:00:00,20.972133333333318,14.0
2021-02-14 04:00:00,17.52679999999999,12.99
2021-02-14 05:00:00,18.056199999999986,12.59
2021-02-14 06:00:00,19.97373333333331,12.59
2021-02-14 07:00:00,21.988166666666643,12.7
2021-02-14 08:00:00,23.70543333333331,11.35
2021-02-14 09:00:00,37.939,12.59
2021-02-14 10:00:00,38.52313333333335,12.7
2021-02-14 11:00:00,37.39860000000001,10.84
2021-02-14 12:00:00,33.20586666666666,5.25
2021-02-14 13:00:00,33.75226666666666,8.0
2021-02-14 14:00:00,32.7484,5.25
2021-02-14 15:00:00,27.28246666666665,1.95
2021-02-14 16:00:00,27.798466666666652,1.95
2021-02-14 17:00:00,31.29873333333333,1.95
2021-02-14 18:00:00,33.11053333333333,10.0
2021-02-14 19:00:00,48.58199999999997,22.51
2021-02-14 20:00:00,48.368,29.25
2021-02-14 21:00:00,42.432399999999994,26.4
2021-02-14 22:00:00,39.81186666666667,15.25
2021-02-14 23:00:00,33.2574,5.0
2021-02-15 00:00:00,14.354933333333339,1.95
2021-02-15 01:00:00,13.150866666666674,1.0
2021-02-15 02:00:00,11.357200000000008,0.16
2021-02-15 03:00:00,9.818533333333347,0.16
2021-02-15 04:00:00,9.810466666666679,0.9
2021-02-15 05:00:00,13.18793333333334,1.5
2021-02-15 06:00:00,22.551599999999997,1.95
2021-02-15 07:00:00,43.859800000000014,15.51
2021-02-15 08:00:00,44.28740000000002,41.4
2021-02-15 09:00:00,44.986733333333355,38.98
2021-02-15 10:00:00,44.169933333333354,23.75
2021-02-15 11:00:00,43.985333333333344,13.95
2021-02-15 12:00:00,43.99686666666667,12.03
2021-02-15 13:00:00,41.36906666666667,10.01
2021-02-15 14:00:00,37.95253333333334,3.84
2021-02-15 15:00:00,31.801266666666663,1.96
2021-02-15 16:00:00,30.659133333333344,1.95
2021-02-15 17:00:00,34.90993333333333,5.0
2021-02-15 18:00:00,41.824533333333335,25.0
2021-02-15 19:00:00,45.21113333333334,43.7
2021-02-15 20:00:00,45.51073333333334,45.59
2021-02-15 21:00:00,44.93626666666667,42.1
2021-02-15 22:00:00,39.92753333333334,21.69
2021-02-15 23:00:00,27.006133333333352,2.35
2021-02-16 00:00:00,18.781733333333317,1.95
2021-02-16 01:00:00,17.801399999999994,1.95
2021-02-16 02:00:00,12.294033333333338,1.94
2021-02-16 03:00:00,11.392899999999997,1.0
2021-02-16 04:00:00,10.1801,1.01
2021-02-16 05:00:00,12.2339,1.95
2021-02-16 06:00:00,27.809999999999988,2.0
2021-02-16 07:00:00,29.189533333333358,15.12
2021-02-16 08:00:00,50.69226666666668,35.15
2021-02-16 09:00:00,51.07200000000002,33.51
2021-02-16 10:00:00,32.984133333333325,27.2
2021-02-16 11:00:00,31.055,15.0
2021-02-16 12:00:00,27.24113333333337,12.44
2021-02-16 13:00:00,29.960733333333344,12.44
2021-02-16 14:00:00,24.757133333333357,12.0
2021-02-16 15:00:00,25.37566666666669,12.19
2021-02-16 16:00:00,26.306266666666698,25.0
2021-02-16 17:00:00,28.396466666666687,39.7
